name,estimated_data_size (eds in bytes),eds/L1_cache,eds/L2_cache,eds/L3_cache,PAPI_L1_DCM,PAPI_L2_DCM,PAPI_L1_TCM,PAPI_L2_TCM,PAPI_TLB_DM,PAPI_BR_TKN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_TCA,Runtime (secs)
3mm_N1300,94640000,2888.183594,361.022949,6.017049,7418246180,826584548,7232091672,825101294,490,6596073913,5074337,6632853426,6632901894,28.809551
3mm_N1400,109760000,3349.609375,418.701172,6.978353,9261806195,1030726168,8285766183,1030720324,1267,8237884213,5884422,8285879590,8286000519,41.372252
3mm_N1500,126000000,3845.214844,480.651855,8.010864,11393933461,1330379171,10187518476,1330058378,4355,10131754513,6754777,10187784942,10187886628,75.866377
3mm_N1600,143360000,4375.000000,546.875000,9.114583,12500222994,12482263478,12299703393,12482129684,6187,12295684813,7685259,12299835600,12299711479,140.378419
3mm_N1700,161840000,4938.964844,617.370605,10.289510,16599009279,1846914803,14825758280,1846903484,1619,14747675113,8675475,14825784626,14825631045,116.902763
3mm_N1800,181440000,5537.109375,692.138672,11.535645,19700428898,2193329529,19649174024,2191796694,7177,17505725413,9726227,17602995454,17603043347,103.754905
3mm_N1900,202160000,6169.433594,771.179199,12.852987,23173430864,2600205863,20695967046,2600260994,2650,20587835713,10836685,20695856173,20695953170,168.420390
3mm_N2000,224000000,6835.937500,854.492188,14.241536,25643943819,12321383947,24060881264,12321243228,7037,24012006013,12007537,24060739199,24060778562,177.374225
3mm_N2100,246960000,7536.621094,942.077637,15.701294,31288692225,3705169665,27937722220,3705271489,7805,27796236313,13237950,27937727627,27937650489,224.012538
3mm_N2200,271040000,8271.484375,1033.935547,17.232259,35966112272,4020385042,32136834118,4020498181,4943,31958526613,14529585,32136718524,32137116543,192.070525
3mm_N2300,296240000,9040.527344,1130.065918,18.834432,41100443342,4729774809,36703449810,4729890819,6468,36516876913,15880804,36703469051,36703746448,296.669720
3mm_N2400,322560000,9843.750000,1230.468750,20.507812,42952023609,42781466429,41539121867,42781351981,6260,41489287213,17290180,41538927741,41539136145,332.713707
adi_N1_128,393216,12.000000,1.500000,0.025000,25740,3816,4732,3701,67,65547,519,4364,4675,0.000913
adi_N1_256,1572864,48.000000,6.000000,0.100000,106233,14301,19901,14212,252,262155,1041,18824,19432,0.003352
adi_N1_300,2160000,65.917969,8.239746,0.137329,140340,13058,22527,12955,355,360011,1216,21270,22304,0.004550
adi_N1_400,3840000,117.187500,14.648438,0.244141,240960,22357,47078,21906,525,640011,1618,40404,46889,0.011547
adi_N1_512,6291456,192.000000,24.000000,0.400000,443396,28902,69509,28666,4798,1048587,2003,76649,78007,0.012616
adi_N1_600,8640000,263.671875,32.958984,0.549316,589242,43109,72782,43781,4094,1440011,2428,73091,74298,0.017687
adi_N1_700,11760000,358.886719,44.860840,0.747681,811244,48956,90519,50165,2887,1960011,2837,92286,93852,0.023418
adi_N1_800,15360000,468.750000,58.593750,0.976562,1026988,56605,183103,55944,1313,2560011,3231,165218,188660,0.045850
adi_N1_900,19440000,593.261719,74.157715,1.235962,1381089,82254,96823,83687,3859,3240011,3614,146136,96767,0.039004
adi_N1_1024,25165824,768.000000,96.000000,1.600000,1891797,109502,464662,109878,4337,4194315,4118,460887,387696,0.050347
adi_N2_128,393216,12.000000,1.500000,0.025000,48622,6056,9727,6353,64,131081,1052,6589,6651,0.001662
adi_N2_256,1572864,48.000000,6.000000,0.100000,209992,26623,27623,27095,255,524297,2075,41390,27599,0.006399
adi_N2_300,2160000,65.917969,8.239746,0.137329,283389,25713,47171,26445,353,720009,2422,51105,47637,0.009137
adi_N2_400,3840000,117.187500,14.648438,0.244141,490395,42382,90910,42428,637,1280009,3233,102937,100087,0.022805
adi_N2_512,6291456,192.000000,24.000000,0.400000,860171,55136,161110,54298,8882,2097161,4126,180542,156769,0.024705
adi_N2_600,8640000,263.671875,32.958984,0.549316,1177218,87888,143631,85556,7609,2880009,4839,145208,143537,0.034034
adi_N2_700,11760000,358.886719,44.860840,0.747681,1615292,114798,192092,114355,8192,3920009,5620,184596,191745,0.046802
adi_N2_800,15360000,468.750000,58.593750,0.976562,2060999,113571,322964,118001,5886,5120009,6450,352426,324912,0.089734
adi_N2_900,19440000,593.261719,74.157715,1.235962,2760262,157057,207083,157497,7652,6480009,7245,312858,310189,0.078025
adi_N2_1024,25165824,768.000000,96.000000,1.600000,3514910,211051,763792,208722,8041,8388617,8216,767276,929879,0.099374
adi_N4_64,98304,3.000000,0.375000,0.006250,22533,363,3728,434,5,65541,317,3715,3805,0.000790
adi_N4_128,393216,12.000000,1.500000,0.025000,96796,12942,19517,12252,68,262149,2063,18815,18992,0.003404
adi_N4_256,1572864,48.000000,6.000000,0.100000,393506,53891,49428,54750,247,1048581,4146,49719,50250,0.012510
adi_N4_300,2160000,65.917969,8.239746,0.137329,558792,49840,87518,51089,350,1440005,4836,91874,97327,0.017032
adi_N4_400,3840000,117.187500,14.648438,0.244141,962285,83611,174979,83802,782,2560005,6462,174798,174087,0.045905
adi_N4_512,6291456,192.000000,24.000000,0.400000,1762901,110635,347961,109995,17131,4194309,8252,342190,271345,0.049821
adi_N4_600,8640000,263.671875,32.958984,0.549316,2352857,207806,285105,233450,14919,5760005,9668,287931,286936,0.067755
adi_N4_700,11760000,358.886719,44.860840,0.747681,3248271,192231,411804,191821,9778,7840005,11273,409820,398524,0.092219
adi_N4_800,15360000,468.750000,58.593750,0.976562,4099286,243209,682622,243287,13163,10240005,12843,713079,632165,0.168284
adi_N4_900,19440000,593.261719,74.157715,1.235962,5390396,312359,613484,320056,14130,12960005,14461,446321,538059,0.147179
adi_N4_1024,25165824,768.000000,96.000000,1.600000,7033744,402309,1826032,410437,15109,16777221,16442,1827604,1575234,0.181399
adi_N8_64,98304,3.000000,0.375000,0.006250,44231,372,6527,493,4,131069,619,6396,6520,0.001563
adi_N8_128,393216,12.000000,1.500000,0.025000,205902,25200,35554,25024,62,524285,4126,37712,35594,0.006474
adi_N8_256,1572864,48.000000,6.000000,0.100000,786526,105162,85924,105800,253,2097149,8277,100041,86400,0.025254
adi_N8_300,2160000,65.917969,8.239746,0.137329,1126110,98285,185455,99169,351,2879997,9687,185813,183179,0.034692
adi_N8_400,3840000,117.187500,14.648438,0.244141,1962631,165936,399440,164373,1150,5119997,12882,401194,343908,0.089656
adi_N8_512,6291456,192.000000,24.000000,0.400000,3321521,215889,713758,233219,33431,8388605,16041,711340,711436,0.100166
adi_N8_600,8640000,263.671875,32.958984,0.549316,4714272,428479,572807,426466,29019,11519997,19314,583857,574236,0.134429
adi_N8_700,11760000,358.886719,44.860840,0.747681,6472438,401943,920691,386864,36267,15679997,22501,927168,920246,0.171705
adi_N8_800,15360000,468.750000,58.593750,0.976562,8165952,466981,1351005,464406,26433,20479997,25694,1329240,1410133,0.304315
adi_N8_900,19440000,593.261719,74.157715,1.235962,11030044,598328,871749,579702,10826,25919997,28929,913870,863927,0.229823
adi_N8_1024,25165824,768.000000,96.000000,1.600000,14730267,833047,3704776,819734,29553,33554429,32903,3051441,3140726,0.335969
adi_N16_32,24576,0.750000,0.093750,0.001563,654,97,546,176,5,65517,182,333,552,0.000533
adi_N16_64,98304,3.000000,0.375000,0.006250,88038,606,12665,631,4,262125,1248,12512,12545,0.003164
adi_N16_128,393216,12.000000,1.500000,0.025000,410076,49210,74778,49164,65,1048557,8301,75262,74815,0.012700
adi_N16_256,1572864,48.000000,6.000000,0.100000,1686699,207934,290204,213807,256,4194285,16406,288159,180784,0.049277
adi_N16_300,2160000,65.917969,8.239746,0.137329,2265807,200435,377318,200435,363,5759981,19381,484522,501856,0.069067
adi_N16_400,3840000,117.187500,14.648438,0.244141,3921217,334191,795985,319298,1529,10239981,25828,588581,743793,0.175492
adi_N16_512,6291456,192.000000,24.000000,0.400000,7018516,401307,1378133,409178,66113,16777197,32164,1418659,1058680,0.185812
adi_N16_600,8640000,263.671875,32.958984,0.549316,9422137,664334,1242215,632790,57288,23039981,38601,1340769,1347878,0.235527
adi_N16_700,11760000,358.886719,44.860840,0.747681,12971405,745513,11322872,585008,6,31359981,45000,1930576,1940558,0.315308
adi_N16_800,15360000,468.750000,58.593750,0.976562,16309311,835930,2366362,837726,35807,40959981,51374,2042128,2114917,0.539628
adi_N16_900,19440000,593.261719,74.157715,1.235962,21018979,1205795,1706780,1216166,56522,51839981,57835,1841882,1546174,0.460425
adi_N16_1024,25165824,768.000000,96.000000,1.600000,28506404,1684763,6261935,1684775,69167,67108845,65703,6938143,8060840,0.637837
adi_N32_32,24576,0.750000,0.093750,0.001563,1402,219,898,165,4,131021,367,857,953,0.001499
adi_N32_64,98304,3.000000,0.375000,0.006250,175367,399,26850,513,4,524237,2507,26017,25960,0.006110
adi_N32_128,393216,12.000000,1.500000,0.025000,815765,102634,167852,102949,67,2097101,16737,175689,170433,0.024831
adi_N32_256,1572864,48.000000,6.000000,0.100000,3362568,419924,444030,416381,219,8388557,32825,604667,337203,0.098768
adi_N32_300,2160000,65.917969,8.239746,0.137329,4526885,380028,758383,375694,259,11519949,38732,1026838,856947,0.137720
adi_N32_400,3840000,117.187500,14.648438,0.244141,7692384,647715,1454062,610683,2865,20479949,51523,1595160,1293737,0.308021
adi_N32_512,6291456,192.000000,24.000000,0.400000,14010288,854078,2547166,782568,130249,33554381,65821,3128258,3141034,0.329709
adi_N32_600,8640000,263.671875,32.958984,0.549316,18878711,1631283,2462494,1538510,112218,46079949,77124,2589308,2602407,0.449196
adi_N32_700,11760000,358.886719,44.860840,0.747681,25750564,1138146,3267484,1124147,1777,62719949,90031,3462487,3463251,0.598548
adi_N32_800,15360000,468.750000,58.593750,0.976562,32621918,1636083,4739171,1592702,45183,81919949,102724,3995937,3999319,1.113756
adi_N32_900,19440000,593.261719,74.157715,1.235962,42522077,2433607,5259293,2447244,109297,103679949,115597,4761524,5858844,0.955706
adi_N32_1024,25165824,768.000000,96.000000,1.600000,56976087,3351577,12893795,3833490,127246,134217677,131468,12347977,14691060,1.234186
adi_N64_16,6144,0.187500,0.023438,0.000391,234,49,180,121,3,65421,141,137,230,0.000740
adi_N64_32,24576,0.750000,0.093750,0.001563,1351,100,1285,175,4,262029,723,636,1027,0.002973
adi_N64_64,98304,3.000000,0.375000,0.006250,350897,368,50266,483,4,1048461,4970,49037,49359,0.012538
adi_N64_128,393216,12.000000,1.500000,0.025000,1639329,172305,207606,172290,43,4194189,33272,314826,318871,0.049017
adi_N64_256,1572864,48.000000,6.000000,0.100000,6282671,840188,851901,819214,214,16777101,66141,1049278,780651,0.188286
adi_N64_300,2160000,65.917969,8.239746,0.137329,8923114,734474,2104149,737363,252,23039885,77525,2077226,2080952,0.202664
adi_N64_400,3840000,117.187500,14.648438,0.244141,15682163,1219980,3184621,1218531,2597,40959885,103034,2853963,3132739,0.573037
adi_N64_512,6291456,192.000000,24.000000,0.400000,27231170,3838394,6227768,1562412,266336,67108749,130104,4443901,5146317,0.632002
adi_N64_600,8640000,263.671875,32.958984,0.549316,37785521,2479716,5409297,2490688,220326,92159885,154250,5403439,5672423,0.809269
adi_N64_700,11760000,358.886719,44.860840,0.747681,51801381,2775594,7630471,2788276,145595,125439885,179974,7546023,7060021,1.149679
adi_N64_800,15360000,468.750000,58.593750,0.976562,65499147,3198168,7518408,3198455,68317,163839885,205428,6380643,6359984,2.194726
adi_N64_900,19440000,593.261719,74.157715,1.235962,84594758,4276929,6870296,4320870,47,207359885,231069,6063913,6007381,1.898043
adi_N64_1024,25165824,768.000000,96.000000,1.600000,112662223,7208701,24678403,7457142,238010,268435341,262880,24507384,24502047,2.436933
adi_N128_16,6144,0.187500,0.023438,0.000391,227,66,242,134,3,130829,517,130,231,0.001491
adi_N128_32,24576,0.750000,0.093750,0.001563,3685,101,2365,178,4,524045,1189,2242,2170,0.005894
adi_N128_64,98304,3.000000,0.375000,0.006250,700256,7183,84843,7508,4,2096909,10347,84324,84830,0.023842
adi_N128_128,393216,12.000000,1.500000,0.025000,3073617,396645,591321,393290,62,8388365,66974,365017,593483,0.098662
adi_N128_256,1572864,48.000000,6.000000,0.100000,13426648,1610336,2502761,1604356,216,33554189,132363,1468863,1477017,0.328964
adi_N128_300,2160000,65.917969,8.239746,0.137329,17881505,1538143,4179726,1488845,274,46079757,154919,3786674,3984416,0.441060
adi_N128_400,3840000,117.187500,14.648438,0.244141,31129998,2463240,6284663,2476845,2114,81919757,205957,4941012,5094450,1.092696
adi_N128_512,6291456,192.000000,24.000000,0.400000,55657235,2940695,10866015,2955630,524078,134217485,255355,10776267,10470094,1.157705
adi_N128_600,8640000,263.671875,32.958984,0.549316,75344016,6342419,10191458,6354954,444923,184319757,308670,10210342,9617526,1.613014
adi_N128_700,11760000,358.886719,44.860840,0.747681,104272065,5596301,15953205,5605867,21882,250879757,360061,15579423,28433580,2.226304
adi_N128_800,15360000,468.750000,58.593750,0.976562,131001431,7227235,16914722,7244208,463660,327679757,410810,17538067,15192726,4.270356
adi_N128_900,19440000,593.261719,74.157715,1.235962,170271409,9172327,13977745,6384017,3666,414719757,462403,12437180,12415009,3.612670
adi_N128_1024,25165824,768.000000,96.000000,1.600000,227052647,14748772,50121308,14395603,474031,536870669,525732,49841152,48211723,4.714486
adi_N256_8,1536,0.046875,0.005859,0.000098,111,34,211,118,2,65037,14,102,235,0.000695
adi_N256_16,6144,0.187500,0.023438,0.000391,228,60,290,131,3,261645,1039,151,289,0.002732
adi_N256_32,24576,0.750000,0.093750,0.001563,5876,102,3776,185,4,1048077,2383,3936,3786,0.011211
adi_N256_64,98304,3.000000,0.375000,0.006250,1401218,3444,193384,5512,5,4193805,19815,187424,187962,0.045098
adi_N256_128,393216,12.000000,1.500000,0.025000,6151744,727084,822762,716452,60,16776717,133884,836216,821450,0.162391
adi_N256_256,1572864,48.000000,6.000000,0.100000,25163979,3320597,3219213,3300083,2826,67108365,260838,3224604,3227137,0.557829
adi_N256_300,2160000,65.917969,8.239746,0.137329,35914262,2995063,8624386,2997088,294,92159501,310218,7603839,8357765,0.789284
adi_N256_400,3840000,117.187500,14.648438,0.244141,62786602,4894846,10706377,4871961,20637,163839501,411968,10687058,12407450,2.084585
adi_N256_512,6291456,192.000000,24.000000,0.400000,109370612,6360342,19131427,6279575,981064,268434957,526588,19423774,27703792,2.261393
adi_N256_600,8640000,263.671875,32.958984,0.549316,151371031,12667167,19291737,12480461,895730,368639501,617331,19751297,19148459,3.138289
adi_N256_700,11760000,358.886719,44.860840,0.747681,206498373,9132163,26156155,9138279,28,501759501,719815,24888577,24911381,4.141777
adi_N256_800,15360000,468.750000,58.593750,0.976562,260380042,13046343,29022648,12992862,99,655359501,821596,28212412,28999097,8.169345
adi_N256_900,19440000,593.261719,74.157715,1.235962,335648366,16109189,27291543,16146304,90,829439501,924366,23692049,24584940,7.079324
adi_N256_1024,25165824,768.000000,96.000000,1.600000,453565458,28032174,96454629,27989970,46014,1073741325,1051298,93043547,93228395,9.010852
adi_N300_8,1536,0.046875,0.005859,0.000098,134,34,177,114,3,76213,8,88,158,0.000551
adi_N300_16,6144,0.187500,0.023438,0.000391,243,62,254,126,3,306613,1285,133,260,0.002407
adi_N300_32,24576,0.750000,0.093750,0.001563,5940,99,4675,200,4,1228213,3102,2482,4005,0.009880
adi_N300_64,98304,3.000000,0.375000,0.006250,1640186,364,190205,487,6,4914613,23022,190465,190105,0.039552
adi_N300_128,393216,12.000000,1.500000,0.025000,7209013,938583,1506532,925066,59,19660213,156945,1013139,1515330,0.164049
adi_N300_256,1572864,48.000000,6.000000,0.100000,31411571,3782599,5823772,3850759,6615,78642613,309935,5772007,3231829,0.650567
adi_N300_300,2160000,65.917969,8.239746,0.137329,42665129,3613419,8262122,3575546,292,107999413,363099,9773624,9787778,0.894289
adi_N300_400,3840000,117.187500,14.648438,0.244141,72082221,5775468,11315614,5775540,12467,191999413,482891,11380035,11327965,2.375827
adi_N300_512,6291456,192.000000,24.000000,0.400000,126031224,7353706,21972702,7359035,1214168,314572213,617041,23275074,22045201,2.597986
adi_N300_600,8640000,263.671875,32.958984,0.549316,176710993,15147368,23970222,15162878,3640,431999413,722973,64891243,64904710,3.562679
adi_N300_700,11760000,358.886719,44.860840,0.747681,245401195,14287535,38265351,14068908,1314108,587999413,843462,39175127,39179162,4.827211
adi_N300_800,15360000,468.750000,58.593750,0.976562,305095916,15318372,33785488,15174071,125,767999413,962761,32569918,33380079,9.470577
adi_N300_900,19440000,593.261719,74.157715,1.235962,393966592,19266524,27917257,19153349,161,971999413,1083752,27677638,31003042,8.334494
adi_N300_1024,25165824,768.000000,96.000000,1.600000,525760948,33769638,354346835,34115057,106,1258290613,1231982,110709254,111008976,10.719743
adi_N400_8,1536,0.046875,0.005859,0.000098,140,31,218,102,2,101613,6,124,227,0.000742
adi_N400_16,6144,0.187500,0.023438,0.000391,234,62,291,147,3,408813,1620,167,310,0.003202
adi_N400_32,24576,0.750000,0.093750,0.001563,6886,106,4748,197,4,1637613,4137,3776,6596,0.012923
adi_N400_64,98304,3.000000,0.375000,0.006250,2173305,874,276971,716,4,6552813,30983,276070,276813,0.051870
adi_N400_128,393216,12.000000,1.500000,0.025000,10201403,1178505,1257039,1150101,51,26213613,206323,1953971,1954634,0.217029
adi_N400_256,1572864,48.000000,6.000000,0.100000,39407089,5105579,4817355,5080861,200,104856813,413625,5442632,4831387,0.888604
adi_N400_300,2160000,65.917969,8.239746,0.137329,57109264,4734588,11113563,4755940,278,143999213,484350,11585442,12737920,1.181403
adi_N400_400,3840000,117.187500,14.648438,0.244141,96463605,7625399,15544277,7636931,29706,255999213,643729,15760509,19244896,3.139916
adi_N400_512,6291456,192.000000,24.000000,0.400000,171419625,9809612,29926866,9715714,1628567,419429613,823367,37800054,28486075,3.439369
adi_N400_600,8640000,263.671875,32.958984,0.549316,234425073,11416216,94430729,11433727,249,575999213,964839,94524885,94411000,4.708279
adi_N400_700,11760000,358.886719,44.860840,0.747681,326911660,16667011,50834661,15894919,462,783999213,1123787,50968861,49881542,6.548755
adi_N400_800,15360000,468.750000,58.593750,0.976562,410592617,22784426,58648322,21101541,116,1023999213,1283989,47238249,47081259,12.631794
adi_N400_900,19440000,593.261719,74.157715,1.235962,534062845,30499820,44029043,25804322,178,1295999213,1444919,39493739,40500554,10.671407
adi_N400_1024,25165824,768.000000,96.000000,1.600000,708979909,42589238,151828788,37389789,3449,1677720813,1642926,171893190,162517718,14.230379
adi_N512_8,1536,0.046875,0.005859,0.000098,137,30,229,111,2,130061,13,115,246,0.000943
adi_N512_16,6144,0.187500,0.023438,0.000391,250,67,292,139,3,523277,2081,170,294,0.004122
adi_N512_32,24576,0.750000,0.093750,0.001563,11135,104,5706,193,4,2096141,5368,8533,8371,0.016389
adi_N512_64,98304,3.000000,0.375000,0.006250,2783597,1606,349921,1401,5,8387597,39182,350259,349214,0.065670
adi_N512_128,393216,12.000000,1.500000,0.025000,13001224,1597794,1938584,1564323,51,33553421,263847,2791075,2747803,0.276934
adi_N512_256,1572864,48.000000,6.000000,0.100000,50328979,6409411,5939724,6419936,2441,134216717,529337,5927294,5932157,1.093637
adi_N512_300,2160000,65.917969,8.239746,0.137329,72641782,5965098,14882747,5973455,3526,184318989,620073,15648035,15618158,1.504813
adi_N512_400,3840000,117.187500,14.648438,0.244141,123957929,9835096,23484214,9828571,41108,327678989,823944,23465606,23488311,3.996437
adi_N512_512,6291456,192.000000,24.000000,0.400000,218303340,11149109,38968754,10973890,54,536869901,1053706,38801345,38861410,4.380381
adi_N512_600,8640000,263.671875,32.958984,0.549316,302807205,24972180,140632174,16799956,3594,737278989,1234673,113802240,113468492,6.004942
adi_N512_700,11760000,358.886719,44.860840,0.747681,420656078,21758231,62047778,21768627,948778,1003518989,1439395,59049925,56606751,8.330830
adi_N512_800,15360000,468.750000,58.593750,0.976562,520470081,22446969,53445180,23946430,862,1310718989,1644168,52149721,53339276,16.403439
adi_N512_900,19440000,593.261719,74.157715,1.235962,682276118,30397940,421028351,32738104,35,1658878989,1848988,41704427,41407888,13.682606
adi_N512_1024,25165824,768.000000,96.000000,1.600000,900423605,56088441,190091321,55886415,46,2147482637,2102461,186462386,193418899,17.788320
adi_N600_8,1536,0.046875,0.005859,0.000098,147,31,207,100,2,152413,90,120,232,0.001645
adi_N600_16,6144,0.187500,0.023438,0.000391,247,45,303,126,3,613213,2420,144,283,0.006186
adi_N600_32,24576,0.750000,0.093750,0.001563,10743,101,7145,192,4,2456413,5588,6446,10042,0.025167
adi_N600_64,98304,3.000000,0.375000,0.006250,3280963,1097,385158,917,4,9829213,46852,385236,385187,0.101043
adi_N600_128,393216,12.000000,1.500000,0.025000,14933126,1765899,2556825,1734358,53,39320413,313780,2553730,2415287,0.331363
adi_N600_256,1572864,48.000000,6.000000,0.100000,62936635,7522043,7064578,7623983,226,157285213,617170,6313218,11556539,1.279054
adi_N600_300,2160000,65.917969,8.239746,0.137329,84455700,6936863,19140317,6955842,306,215998813,725905,19151158,19101800,1.759574
adi_N600_400,3840000,117.187500,14.648438,0.244141,144132463,11510890,24383964,11533805,44014,383998813,965386,29327002,23768511,4.673764
adi_N600_512,6291456,192.000000,24.000000,0.400000,251982615,13456219,46861379,13499461,2875,629144413,1234841,56042196,47042526,5.217548
adi_N600_600,8640000,263.671875,32.958984,0.549316,353033346,14435630,214438317,14463798,77,863998813,1447479,214428193,214367632,7.026616
adi_N600_700,11760000,358.886719,44.860840,0.747681,493682044,25821407,116007667,23080842,2042,1175998813,1686527,64665080,64757524,9.742374
adi_N600_800,15360000,468.750000,58.593750,0.976562,610489150,31466718,67574469,31542232,127,1535998813,1925810,68872675,68003183,18.698692
adi_N600_900,19440000,593.261719,74.157715,1.235962,818148465,45134250,652285654,40401874,3451,1943998813,2167364,56691065,55619473,16.304056
adi_N600_1024,25165824,768.000000,96.000000,1.600000,1049111030,72297174,221374811,75700963,33,2516581213,2463933,220679733,219941973,21.237008
adi_N700_8,1536,0.046875,0.005859,0.000098,136,30,279,106,2,177813,7,131,218,0.001276
adi_N700_16,6144,0.187500,0.023438,0.000391,238,47,349,147,3,715413,2984,157,431,0.005428
adi_N700_32,24576,0.750000,0.093750,0.001563,17680,106,13857,181,4,2865813,7367,13826,14053,0.022061
