name, integer_ops, flops, memory_ops, loads, stores, branch_ops, uncond_branch_ops, cond_branch_ops, comparison, cpu_ops, total_ops,vector_ops,data/L1_cache, data/L2_cache, data/L3_cache,num_loops, num_vec_loops, num_par_loops, num_par_dep_loops, num_vec_dep_loops, raw_dep, war_dep, waw_dep, num_bbs, num_edges,PAPI_L1_DCM, PAPI_L1_ICM, PAPI_L2_DCM, PAPI_L2_ICM, PAPI_L1_TCM, PAPI_L2_TCM, PAPI_FPU_IDL, PAPI_TLB_DM, PAPI_TLB_IM, PAPI_TLB_TL, PAPI_STL_ICY, PAPI_HW_INT, PAPI_BR_TKN, PAPI_BR_MSP, PAPI_TOT_INS, PAPI_FP_INS, PAPI_BR_INS, PAPI_VEC_INS, PAPI_RES_STL, PAPI_TOT_CYC, PAPI_L1_DCH, PAPI_L2_DCH, PAPI_L1_DCA, PAPI_L2_DCA, PAPI_L1_ICH, PAPI_L2_ICH, PAPI_L1_ICA, PAPI_L2_ICA, PAPI_L1_ICR, PAPI_L2_TCH, PAPI_L1_TCA, PAPI_L2_TCA, PAPI_FML_INS, PAPI_FAD_INS, PAPI_FDV_INS, PAPI_FSQ_INS, PAPI_FP_OPS, PAPI_SP_OPS, PAPI_DP_OPS,Runtime
3mm_N600, 14914805418, 1296000000, 11027892621, 9728649006, 1299243615, 1949409007, 1299245403, 650163603, 650163603, 3890160000, 29188107046,0,76.904297, 9.613037, 0.300407,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,120960224, 4432, 81349339, 102, 120997725, 81426340, 19655834, 333, 0, 332, 8427090, 6451, 650170089, 1089188, 24643462867, 1296000000, 651266565, 3888000000, 5408549225, 14727130297, 12216219751, 47595773, 12337232300, 129029840, 3474503924, 4345, 3474514544, 4451, 3474508446, 47430255, 15811736171, 129271030, 648000000, 648000000, 0, 0, 1296000000, 0, 1296000000,6.531915
3mm_N700, 23681706318, 2058000000, 17509184721, 15446770506, 2062414215, 3094360507, 2062416303, 1031944203, 1031944203, 6176940000, 46343251546,0,104.675293, 13.084412, 0.408888,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,224559239, 7551, 129259630, 88, 224594730, 129240744, 29243690, 226, 0, 111, 11025357, 11041, 1031955281, 1483258, 39128490158, 2058000000, 1033427399, 6174000000, 10415617312, 25210120828, 19360963443, 136820096, 19585514780, 266209153, 5513069642, 7417, 5513077777, 7494, 5513062890, 136635923, 25098594658, 267018352, 1029000000, 1029000000, 0, 0, 2058000000, 0, 2058000000,11.271891
3mm_N800, 35347207218, 3072000000, 26133136821, 23055372006, 3077764815, 4617612007, 3077767203, 1539844803, 1539844803, 9219840000, 69169956046,0,136.718750, 17.089844, 0.534058,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,1580935150, 240, 193562611, 145, 1580933935, 193654190, 64250616, 310, 9, 107, 14118550, 24989, 1539870001, 1948091, 95278127003, 3072000000, 1541792167, 9216000000, 22842908437, 56180330375, 27638725808, 1420241920, 29219670175, 1613889233, 12320990023, 325, 12320984689, 233, 12320989423, 1419790845, 41540670386, 1614057422, 1536000000, 1536000000, 0, 0, 3072000000, 0, 3072000000,24.144683
3mm_N900, 50325308118, 4374000000, 37205748921, 32824453506, 4381295415, 6573163507, 4381298103, 2191865403, 2191865403, 13126860000, 98478220546,0,173.034668, 21.629333, 0.675917,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,636428506, 25184, 274995586, 98, 636490051, 274832113, 52568876, 451, 9, 857, 18823619, 36532, 2191901974, 2469490, 83149801049, 4374000000, 2194334699, 13122000000, 52018113819, 83436500466, 40974617495, 556171746, 41611072424, 831209252, 11705641585, 20611, 11705546814, 20615, 11705604816, 555595178, 53316706914, 833702139, 2187000000, 2187000000, 0, 0, 4374000000, 0, 4374000000,31.376061
3mm_N1024, 74119652370, 6442450944, 54795457557, 48343563270, 6451894287, 9679420423, 6451897347, 3227523075, 3227523075, 19333644288, 145036981294,0,224.000000, 28.000000, 0.875000,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,3230392909, 78212, 3290105866, 458, 3230469188, 3289455043, 95265851, 815, 10, 576, 26893941, 115057, 3227674789, 3359179, 135351448406, 6442450944, 3230786721, 19327352832, 214897126782, 259611308823, 58045595737, 3052892362, 61275917957, 6342896351, 17232202516, 75719, 17232760828, 75577, 17232037610, 3049926905, 78508573641, 6354901966, 3221225472, 3221225472, 0, 0, 6442450944, 0, 6442450944,116.538997
3mm_N1100, 91875309918, 7986000000, 67920953121, 59924056506, 7996896615, 11997166507, 7996899903, 4000266603, 4000266603, 23965260000, 179779429546,0,258.483887, 32.310486, 1.009703,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,2182794108, 46479, 501578188, 84, 2182768359, 501597940, 81218131, 225, 0, 229, 27746273, 69584, 4000336331, 3703488, 151799439303, 7986000000, 4003969345, 23958000000, 101175978640, 158539322272, 73770597098, 2163267047, 75953372675, 2664822488, 21357465247, 46333, 21357509378, 46416, 21357511154, 2162808278, 97310956538, 2672451916, 3993000000, 3993000000, 0, 0, 7986000000, 0, 7986000000,72.228292
3mm_N1200, 119275210818, 10368000000, 88175545221, 77794578006, 10380967215, 15573618007, 10380970803, 5192647203, 5192647203, 31112640000, 233392374046,0,307.617188, 38.452148, 1.201630,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,5485309584, 50055, 649573745, 130, 5484992651, 649559755, 101461217, 308, 10, 280, 33084860, 90863, 5192738053, 4428335, 197069883398, 10368000000, 5197061718, 31104000000, 133058905798, 207482907856, 93110454780, 5008233634, 98595070582, 5657863824, 27720049360, 60945, 27720192807, 60342, 27720368237, 5007918334, 126315605558, 5684769681, 5184000000, 5184000000, 0, 0, 10368000000, 0, 10368000000,77.303288
3mm_N1300, 151643711718, 13182000000, 112102797321, 98905579506, 13197217815, 19798369507, 13197221703, 6601147803, 6601147803, 39556140000, 296726878546,0,361.022949, 45.127869, 1.410246,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,5336733366, 90570, 827746536, 1907, 5335927025, 827827830, 137343001, 734, 9, 688, 40685006, 160392, 6601308239, 5205947, 250549443871, 13182000000, 6606370277, 39546000000, 271884029929, 366433253545, 120014399910, 5344489368, 125351342734, 6173017676, 35238523305, 106562, 35238687251, 108236, 35238336115, 5344148049, 160590079818, 6197101622, 6591000000, 6591000000, 0, 0, 13182000000, 0, 13182000000,126.871401
3mm_N1400, 189394812618, 16464000000, 140008709421, 123527061006, 16481648415, 24725421007, 16481652603, 8243768403, 8243768403, 49403760000, 370592943046,0,418.701172, 52.337646, 1.635551,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,7386821485, 98252, 1031045911, 7638, 7386893193, 1031297173, 138594665, 344, 0, 340, 45452474, 114963, 8243883148, 6004211, 312921992396, 16464000000, 8249767942, 49392000000, 142971140408, 261133018179, 149161810004, 7440246585, 156548660680, 8471373165, 44003782709, 76085, 44003844564, 83506, 44003804611, 7439308724, 200552400915, 8506567879, 8232000000, 8232000000, 0, 0, 16464000000, 0, 16464000000,120.165927
3mm_N1500, 232942513518, 20250000000, 172199281521, 151929022506, 20270259015, 30408772507, 20270263503, 10138509003, 10138509003, 60763500000, 455800567546,0,480.651855, 60.081482, 1.877546,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,8691569477, 126911, 1270743635, 6246, 8691490030, 1271056255, 175297945, 798, 9, 1329, 53496942, 180590, 10138691172, 6945705, 384871723318, 20250000000, 10145444216, 60750000000, 340880130457, 411743515236, 183846569745, 8728195534, 192537860316, 9999567506, 54115830211, 128762, 54115312501, 126444, 54115976283, 8727359810, 246653273952, 10049121356, 10125000000, 10125000000, 0, 0, 20250000000, 0, 20250000000,203.224423
3mm_N1600, 282700814418, 24576000000, 208980513621, 184381464006, 24599049615, 36902424007, 24599054403, 12303369603, 12303369603, 73743360000, 553159752046,0,546.875000, 68.359375, 2.136230,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,12468216252, 14356, 12579751540, 11508, 12468224137, 12571194269, 384291266, 704, 12, 671, 63026852, 327633, 12303699437, 8019898, 762040668437, 24576000000, 12311358145, 73728000000, 425970415513, 693649514281, 221119502625, 1589957566, 233587889072, 14161360520, 98423418272, 2175, 98423962222, 14126, 98423859061, 1504576551, 332011451347, 14277998447, 12288000000, 12288000000, 0, 0, 24576000000, 0, 24576000000,325.776294
3mm_N1700, 339083715318, 29478000000, 250658405721, 221154385506, 29504020215, 44260375507, 29504025303, 14756350203, 14756350203, 88451340000, 663480496546,0,617.370605, 77.171326, 2.411604,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,14829952969, 179730, 1851013791, 2310, 14830056541, 1850547365, 237985973, 927, 0, 688, 69214395, 272781, 14756685220, 9001876, 560238381671, 29478000000, 14765302843, 88434000000, 416943722758, 620191457001, 265419856519, 14896778004, 280249683284, 16747230936, 78755739686, 176378, 78756351821, 179377, 78755671768, 14895697765, 359005509950, 16816865148, 14739000000, 14739000000, 0, 0, 29478000000, 0, 29478000000,287.166357
3mm_N1800, 402505216218, 34992000000, 297538957821, 262517787006, 35021170815, 52536627007, 35021176203, 17515450803, 17515450803, 104995440000, 787572801046,0,692.138672, 86.517334, 2.703667,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,17602281076, 172942, 2191134343, 8204, 17602584944, 2190937128, 266909932, 1136, 10, 955, 77630108, 247729, 17515698533, 9986057, 665023257081, 34992000000, 17525444634, 104976000000, 315881937693, 566955648983, 315052886451, 17741410628, 332655150082, 19932603572, 93477562477, 164524, 93477721519, 172327, 93477772688, 17740049309, 426132873036, 20021975579, 17496000000, 17496000000, 0, 0, 34992000000, 0, 34992000000,267.638586
3mm_N1900, 473379317118, 41154000000, 349928169921, 308741668506, 41186501415, 61785178507, 41186507103, 20598671403, 20598671403, 123483660000, 926246665546,0,771.179199, 96.397400, 3.012419,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,20700841483, 259607, 2583282425, 9285, 20701084679, 2583421258, 321577911, 1194, 11, 1002, 90409674, 371554, 20599104579, 11263012, 782121382540, 41154000000, 20609881564, 123462000000, 553301621714, 848516956193, 370527942762, 20822566972, 391228573040, 23405954890, 109931438620, 256568, 109931499541, 257609, 109931201411, 20821150466, 501159125922, 23512685408, 20577000000, 20577000000, 0, 0, 41154000000, 0, 41154000000,414.130007
3mm_N2000, 552120018018, 48000000000, 408132042021, 360096030006, 48036012015, 72060030007, 48036018003, 24024012003, 24024012003, 144024000000, 1080312090046,0,854.492188, 106.811523, 3.337860,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,25360492028, 243962, 3009581427, 11893, 25361280494, 3009546567, 336398584, 1127, 12, 751, 96953041, 424260, 24024441749, 12384702, 912216421758, 48000000000, 24036412809, 144000000000, 467194917644, 888059609349, 430923731917, 23218775472, 456284781370, 26229546225, 128203542942, 232051, 128204226632, 291821, 128203814855, 23217292981, 584488315294, 26399931102, 24000000000, 24000000000, 0, 0, 48000000000, 0, 48000000000,376.971095
3mm_N2100, 639141318918, 55566000000, 472456574121, 416850871506, 55605702615, 83415181507, 55605708903, 27809472603, 27809472603, 166724460000, 1250579074546,0,942.077637, 117.759705, 3.679991,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,27945080682, 359629, 3496115210, 21835, 27945424970, 3496173162, 415624534, 1080, 1, 3398, 110862021, 602324, 27809978730, 13813892, 1055992712021, 55566000000, 27823213884, 166698000000, 753377032894, 1151965938350, 500260106515, 28076720078, 528202842005, 31572473331, 148405115515, 443918, 148405128387, 391734, 148405026957, 28074580584, 676611177051, 31872487973, 27783000000, 27783000000, 0, 0, 55566000000, 0, 55566000000,574.843470
3mm_N2200, 734857219818, 63888000000, 543207766221, 479276193006, 63931573215, 95904633007, 63931579803, 31973053203, 31973053203, 191693040000, 1437857619046,0,1033.935547, 129.241943, 4.038811,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,32130916234, 312890, 3999211540, 4034, 32131214514, 3999195146, 454858047, 5284, 13, 1210, 117906106, 470373, 31973562375, 15027216, 1214133942514, 63888000000, 31988084034, 191664000000, 665518953221, 1104899338922, 575153580202, 32388120314, 607284053132, 36385907011, 170615616610, 306287, 170615686739, 318492, 170616307770, 32384212213, 777899694540, 36605635316, 31944000000, 31944000000, 0, 0, 63888000000, 0, 63888000000,482.737182
3mm_N2300, 839681720718, 73002000000, 620691618321, 547641994506, 73049623815, 109582384507, 73049630703, 36532753803, 36532753803, 219037740000, 1642957723546,0,1130.065918, 141.258240, 4.414320,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,36711163098, 440728, 4581345048, 198, 36712360484, 4579943255, 545327958, 15516, 12, 1978, 138206068, 895824, 36533652258, 16745501, 1387324589498, 73002000000, 36549524402, 219006000000, 1510727499001, 2042286972680, 657205932907, 36885667944, 693917218891, 41461546798, 194950274677, 596480, 194950951686, 439100, 194948437549, 36883985833, 888863739111, 41772829002, 36501000000, 36501000000, 0, 0, 73002000000, 0, 73002000000,774.105838
3mm_N2400, 954028821618, 82944000000, 705214130421, 622218276006, 82995854415, 124502436007, 82995861603, 41506574403, 41506574403, 248866560000, 1866689388046,0,1230.468750, 153.808594, 4.806519,9, 0, 0, 9, 9, 6, 6, 3, 37, 45,42644527865, 607558, 38893803921, 68018, 42645150355, 38887589413, 685923800, 3576, 13, 2885, 157092865, 929241, 41507444656, 18170545, 1576248000112, 82944000000, 41524702443, 248832000000, 1517039676502, 2137707195042, 745686874876, 6214602044, 788330340929, 45102230527, 221462820661, 535976, 221463909575, 697512, 221463434146, 6196866778, 1009793312844, 45314083157, 41472000000, 41472000000, 0, 0, 82944000000, 0, 82944000000,907.646719
adi_N1_1, 77, 2, 76, 55, 21, 34, 19, 14, 14, 12, 189,0,0.000092, 0.000011, 0.000000,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,16, 38, 5, 38, 46, 44, 3101, 1, 0, 1, 2505, 0, 50, 39, 312, 0, 75, 8, 799, 3257, 238, 1, 234, 5, 245, 8, 237, 47, 235, 10, 511, 55, 0, 0, 2, 2, 0, 0, 2,0.000003
adi_N1_2, 439, 28, 305, 262, 43, 67, 40, 26, 26, 104, 839,0,0.000366, 0.000046, 0.000001,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,26, 48, 5, 46, 57, 52, 3882, 1, 0, 1, 2785, 0, 62, 48, 824, 16, 90, 88, 923, 4431, 519, 1, 550, 7, 349, 4, 357, 51, 359, 11, 915, 62, 8, 8, 12, 12, 16, 0, 28,0.000004
adi_N1_4, 2839, 200, 1769, 1610, 159, 227, 144, 82, 82, 688, 5035,0,0.001465, 0.000183, 0.000006,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,22, 50, 11, 46, 63, 58, 3636, 1, 0, 1, 2925, 0, 118, 54, 4168, 128, 154, 608, 2658, 6700, 1988, 9, 1989, 19, 852, 7, 830, 55, 834, 12, 2900, 75, 64, 64, 72, 72, 128, 0, 200,0.000005
adi_N1_8, 13543, 976, 8201, 7570, 631, 835, 544, 290, 290, 3296, 23555,0,0.005859, 0.000732, 0.000023,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,28, 49, 11, 45, 64, 54, 4005, 1, 0, 1, 2899, 0, 326, 57, 19016, 640, 378, 2944, 5108, 15683, 8279, 24, 8261, 34, 2635, 7, 2631, 48, 2612, 12, 10956, 93, 320, 320, 336, 336, 640, 0, 976,0.000009
adi_N1_16, 58567, 4256, 35081, 32546, 2535, 3203, 2112, 1090, 1090, 14272, 101107,528,0.023438, 0.002930, 0.000092,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,32, 53, 14, 38, 63, 56, 4658, 2, 0, 2, 3610, 0, 1126, 110, 81352, 2816, 1210, 12800, 18953, 50809, 34961, 93, 34868, 107, 10755, 9, 10665, 46, 10756, 19, 45666, 168, 1408, 1408, 1440, 1440, 2816, 0, 4256,0.000024
adi_N1_32, 243079, 17728, 144905, 134722, 10183, 12547, 8320, 4226, 4226, 59264, 418259,2240,0.093750, 0.011719, 0.000366,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,91, 51, 29, 46, 95, 80, 6301, 7, 0, 7, 3723, 0, 4262, 176, 336585, 11776, 4410, 53248, 72332, 191335, 142168, 372, 142178, 411, 40600, 4, 40531, 51, 40561, 16, 182836, 494, 5888, 5888, 5952, 5952, 11776, 0, 17728,0.000088
adi_N1_64, 989959, 72320, 588809, 547970, 40839, 49667, 33024, 16642, 16642, 241408, 1700755,9088,0.375000, 0.046875, 0.001465,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,1163, 50, 181, 47, 1225, 225, 6812, 25, 0, 25, 4908, 1, 16679, 305, 1369289, 48128, 16954, 217088, 399384, 865531, 573940, 4633, 575068, 4879, 160738, 6, 160642, 52, 160646, 3098, 735776, 5705, 24064, 24064, 24192, 24192, 48128, 0, 72320,0.000387
adi_N1_128, 3995143, 292096, 2373641, 2210050, 163591, 197635, 131584, 66050, 66050, 974336, 6858515,36608,1.500000, 0.187500, 0.005859,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,2940, 69, 380, 56, 2994, 447, 11876, 99, 0, 99, 7889, 1, 66087, 593, 5523658, 194560, 66620, 876544, 1302605, 3179879, 2310982, 23650, 2313736, 24018, 640592, 18, 640599, 72, 640667, 17179, 2954344, 26738, 97280, 97280, 97536, 97536, 194560, 0, 292096,0.001407
adi_N1_256, 16051207, 1174016, 9531401, 8876546, 654855, 788483, 525312, 263170, 263170, 3914752, 27545107,146944,6.000000, 0.750000, 0.023438,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,7482, 76, 6853, 61, 7506, 6895, 23364, 400, 0, 402, 10833, 5, 263212, 1083, 22188237, 782336, 264256, 3522560, 5402725, 12884314, 9272369, 93912, 9279887, 100788, 2558890, 9, 2558922, 66, 2558902, 8058, 11838694, 112141, 391168, 391168, 391680, 391680, 782336, 0, 1174016,0.005694
adi_N1_300, 22057207, 1613400, 13096809, 12197402, 899407, 1082403, 721200, 361202, 361202, 5379600, 37849819,201899,8.239746, 1.029968, 0.032187,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,14025, 94, 10573, 77, 13978, 10639, 26382, 787, 0, 805, 12646, 8, 361246, 1262, 28159408, 1075200, 362466, 4840800, 8137416, 18308456, 12738095, 135513, 12751994, 146127, 3603638, 12, 3603751, 91, 3603688, 17785, 16356119, 161361, 537600, 537600, 538200, 538200, 1075200, 0, 1613400,0.008242
adi_N1_400, 39249607, 2871200, 23302409, 21703202, 1599207, 1923203, 1281600, 641602, 641602, 9572800, 67346419,359200,14.648438, 1.831055, 0.057220,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,21790, 107, 18167, 73, 21832, 18243, 51270, 3323, 1, 3298, 15998, 22, 641657, 1664, 78185020, 1913600, 643278, 8614400, 17990601, 44130621, 22655975, 231929, 22677893, 250035, 9756495, 34, 9756605, 103, 9756431, 15898, 32434016, 285783, 956800, 956800, 957600, 957600, 1913600, 0, 2871200,0.019316
adi_N1_512, 64346119, 4707328, 38199305, 35578882, 2620423, 3149827, 2099200, 1050626, 1050626, 15693824, 110402579,588800,24.000000, 3.000000, 0.093750,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,21655, 97, 19374, 92, 21639, 19427, 47836, 645, 0, 633, 20446, 24, 1050686, 2125, 88940767, 3137536, 1052753, 14123008, 21903765, 51906248, 37150418, 385947, 37171889, 405429, 10229454, 22, 10229621, 113, 10229703, 17846, 47401491, 447631, 1568768, 1568768, 1569792, 1569792, 3137536, 0, 4707328,0.022870
adi_N1_600, 88394407, 6466800, 52473609, 48874802, 3598807, 4324803, 2882400, 1442402, 1442402, 21559200, 151659619,808800,32.958984, 4.119873, 0.128746,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,2110410, 125, 306917, 84, 2110973, 307918, 69035, 1082, 0, 1072, 25321, 51, 1442488, 2530, 112838653, 4310400, 1444909, 19401600, 74381402, 115060899, 49512464, 5413925, 51624438, 5717184, 14406725, 55, 14406790, 143, 14407041, 4913324, 66030535, 6314770, 2155200, 2155200, 2156400, 2156400, 4310400, 0, 6466800,0.053159
adi_N1_700, 120346807, 8804600, 71439209, 66540602, 4898607, 5885603, 3922800, 1962802, 1962802, 29352400, 206476219,1101099,44.860840, 5.607605, 0.175238,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,40830, 138, 40282, 79, 40843, 40465, 68014, 2630, 0, 2615, 26324, 44, 1962885, 2926, 153625044, 5868800, 1965702, 26415200, 45575473, 100949862, 69475082, 710455, 69515988, 750645, 19608766, 47, 19609012, 132, 19608893, 16083, 89124370, 844936, 2934400, 2934400, 2935800, 2935800, 5868800, 0, 8804600,0.044609
adi_N1_800, 157219207, 11502400, 93324809, 86926402, 6398407, 7686403, 5123200, 2563202, 2563202, 38345600, 269732819,1438400,58.593750, 7.324219, 0.228882,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,48514, 211, 47582, 77, 48679, 47643, 124070, 176, 1, 177, 29462, 78, 2563315, 3341, 313169878, 7667200, 2566535, 34508800, 71645191, 176455329, 90746317, 920635, 90794724, 967829, 39032138, 122, 39032315, 194, 39032409, 13107, 129827231, 1067877, 3833600, 3833600, 3835200, 3835200, 7667200, 0, 11502400,0.077944
adi_N1_900, 199011607, 14560200, 118130409, 110032202, 8098207, 9727203, 6483600, 3243602, 3243602, 48538800, 341429419,1820699,74.157715, 9.269714, 0.289679,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,63715, 175, 59237, 94, 63733, 59282, 89721, 150, 0, 150, 34400, 72, 3243710, 3744, 254037873, 9705600, 3247330, 43682400, 73305839, 164813001, 114874914, 1213761, 114938273, 1273055, 32411319, 78, 32411250, 165, 32411313, 63347, 147349711, 1406196, 4852800, 4852800, 4854600, 4854600, 9705600, 0, 14560200,0.073342
adi_N1_1024, 257667079, 18851840, 152944649, 142460930, 10483719, 12591107, 8392704, 4198402, 4198402, 62844928, 442054675,2357248,96.000000, 12.000000, 0.375000,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,82667, 192, 68604, 93, 82516, 68695, 113697, 722, 0, 663, 39583, 94, 4198530, 4258, 356139302, 12566528, 4202645, 56557568, 87826285, 207816110, 148713739, 1673143, 148795671, 1741418, 40907769, 94, 40907311, 194, 40907490, 162207, 189703693, 1930468, 6283264, 6283264, 6285312, 6285312, 12566528, 0, 18851840,0.092822
adi_N2_1, 145, 4, 144, 108, 36, 65, 37, 27, 27, 24, 358,0,0.000092, 0.000011, 0.000000,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,33, 53, 5, 41, 53, 48, 3324, 1, 0, 1, 3565, 0, 63, 42, 430, 0, 96, 16, 481, 4233, 325, 7, 360, 10, 295, 7, 277, 48, 279, 13, 641, 56, 0, 0, 4, 4, 0, 0, 4,0.000003
adi_N2_2, 869, 56, 602, 522, 80, 131, 79, 51, 51, 208, 1658,0,0.000366, 0.000046, 0.000001,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,23, 49, 5, 46, 54, 47, 3447, 1, 0, 1, 2911, 0, 87, 45, 1454, 32, 126, 176, 787, 4455, 826, 5, 823, 10, 506, 9, 505, 45, 509, 14, 1360, 66, 16, 16, 24, 24, 32, 0, 56,0.000003
adi_N2_4, 5669, 400, 3530, 3218, 312, 451, 287, 163, 163, 1376, 10050,0,0.001465, 0.000183, 0.000006,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,38, 50, 12, 49, 63, 54, 3401, 1, 0, 1, 2817, 0, 199, 59, 8142, 256, 254, 1216, 2743, 9677, 3755, 5, 3744, 17, 1501, 3, 1392, 45, 1435, 10, 5179, 77, 128, 128, 144, 144, 256, 0, 400,0.000006
adi_N2_8, 27077, 1952, 16394, 15138, 1256, 1667, 1087, 579, 579, 6592, 47090,0,0.005859, 0.000732, 0.000023,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,28, 58, 11, 42, 59, 58, 4733, 1, 0, 1, 2976, 0, 615, 82, 37838, 1280, 702, 5888, 9054, 25708, 16481, 23, 16505, 33, 5088, 4, 5149, 54, 5158, 10, 21611, 91, 640, 640, 672, 672, 1280, 0, 1952,0.000016
adi_N2_16, 117125, 8512, 70154, 65090, 5064, 6403, 4223, 2179, 2179, 28544, 202194,1056,0.023438, 0.002930, 0.000092,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,44, 53, 16, 46, 72, 62, 5355, 2, 0, 2, 4287, 0, 2215, 183, 162510, 5632, 2366, 25600, 36195, 97613, 69560, 92, 69560, 108, 21174, 6, 21085, 51, 21083, 11, 90626, 172, 2816, 2816, 2880, 2880, 5632, 0, 8512,0.000044
adi_N2_32, 486149, 35456, 289802, 269442, 20360, 25091, 16639, 8451, 8451, 118528, 836498,4480,0.093750, 0.011719, 0.000366,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,77, 72, 45, 46, 98, 84, 7051, 7, 0, 7, 4920, 0, 8489, 314, 672974, 23552, 8766, 106496, 141270, 377620, 284299, 365, 284211, 400, 80886, 7, 80874, 54, 80848, 17, 365064, 518, 11776, 11776, 11904, 11904, 23552, 0, 35456,0.000166
adi_N2_64, 1979909, 144640, 1177610, 1095938, 81672, 99331, 66047, 33283, 33283, 482816, 3401490,18176,0.375000, 0.046875, 0.001465,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,2270, 66, 116, 50, 2145, 173, 11484, 25, 0, 25, 6818, 0, 33320, 576, 2738383, 96256, 33854, 434176, 735826, 1685613, 1147565, 8665, 1149762, 8937, 321125, 7, 321072, 65, 321149, 7154, 1470813, 11005, 48128, 48128, 48384, 48384, 96256, 0, 144640,0.000723
adi_N2_128, 7990277, 584192, 4747274, 4420098, 327176, 395267, 263167, 132099, 132099, 1948672, 13717010,73216,1.500000, 0.187500, 0.005859,11, 0, 0, 11, 11, 6, 6, 6, 45, 55,5693, 72, 344, 52, 5662, 428, 19883, 99, 0, 99, 10966, 3, 132138, 1092, 11047121, 389120, 133185, 1753088, 2584908, 6331866, 4621633, 47304, 4627241, 47719, 1281062, 18, 1281184, 70, 1280949, 41296, 5908287, 54071, 194560, 194560, 195072, 195072, 389120, 0, 584192,0.002790
