name,estimated_data_size (eds in bytes),eds/L1_cache,eds/L2_cache,eds/L3_cache,PAPI_L1_DCM,PAPI_L2_DCM,PAPI_L1_TCM,PAPI_L2_TCM,PAPI_TLB_DM,PAPI_BR_TKN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_TCA,Runtime (secs)
2mm_N2300,211600000,6457.519531,807.189941,11.210971,27390426444,3197839009,27391723952,3198482339,32094024,24362049342,13259640,27390361963,27494645074,468.171588
2mm_N2400,230400000,7031.250000,878.906250,12.207031,28656738408,28521764535,28659039794,28522689862,34760478,27678024065,14435659,28655392091,28660630173,486.590653
3mm_N64,229376,7.000000,0.875000,0.012153,198498,614,192367,783,58,811811,12523,192394,232323,0.007522
3mm_N128,917504,28.000000,3.500000,0.048611,6241474,12686,6238221,12812,236,6392109,49757,6238786,8248161,0.059785
3mm_N256,3670016,112.000000,14.000000,0.194444,50251158,50220967,50264964,50253690,1068,50733772,203100,50266759,50288018,0.620012
3mm_N300,5040000,153.808594,19.226074,0.267029,15764895,10584867,15776009,10587853,2576,81559451,273379,15586842,15792414,0.762682
3mm_N400,8960000,273.437500,34.179688,0.474718,203675580,24090447,203647959,24090191,10114,192975855,489614,305415825,309268316,2.132408
3mm_N512,14680064,448.000000,56.000000,0.777778,404176777,403428496,404135461,403448889,3958723,404267748,803759,404119390,404183374,5.258249
3mm_N600,20160000,615.234375,76.904297,1.068115,932883573,102672353,932872141,103795463,144918008,650238290,1101443,1083833827,1092148550,6.732555
3mm_N700,27440000,837.402344,104.675293,1.453824,1258602746,141977831,1258757017,141990286,610320,1032050296,1513039,1346509432,1347369505,10.122453
3mm_N800,35840000,1093.750000,136.718750,1.898872,1599355494,347337515,1599293005,331536318,13629,1539924344,1976513,1586635459,1591101745,18.177880
3mm_N900,45360000,1384.277344,173.034668,2.403259,2466124914,274131742,2456240374,273805180,2782,2192052171,2500415,2456465337,2458749215,21.669894
3mm_N1024,58720256,1792.000000,224.000000,3.111111,3232859292,3225036505,3231442448,3223882451,26240,3227720626,3273050,3231439655,3231760297,39.808455
3mm_N1100,67760000,2067.871094,258.483887,3.590054,4492478217,500443608,4488487687,499783283,34112,4000656110,3774771,4488314479,4492985130,39.926855
3mm_N1200,80640000,2460.937500,307.617188,4.272461,5529734101,669570719,5527817951,651336587,189751,5193800583,4545430,5528565519,5548602413,51.947969
3mm_N1300,94640000,2888.183594,361.022949,5.014208,7411518343,825782958,7411448124,825134770,144629,6601948125,5373455,7410403875,7417906080,73.718557
3mm_N1400,109760000,3349.609375,418.701172,5.815294,9258397170,1030585959,9255583800,1030671723,73845,8245388720,6423440,9255522088,9277131020,96.039253
3mm_N1500,126000000,3845.214844,480.651855,6.675720,11383311564,1332720316,11382071698,1330391830,152686,10140672654,7662028,11382035329,11400134528,149.934750
3mm_N1600,143360000,4375.000000,546.875000,7.595486,12495495278,12478003620,12496076904,12478235533,208727,12305479266,9115299,12495581204,12496791056,247.675963
3mm_N1700,161840000,4938.964844,617.370605,8.574592,16576165733,1848474111,16576147589,1848813559,320819,14760388429,10373942,16575713475,16598485127,274.232737
3mm_N1800,181440000,5537.109375,692.138672,9.613037,19679201180,2194574561,19677431683,2194926259,589072,17520813411,11660252,19676777482,19763185704,278.361998
3mm_N1900,202160000,6169.433594,771.179199,10.710822,23145087517,2606148484,23145416598,2606660334,815822,20604347887,13356582,23144762640,23188806924,384.529418
3mm_N2000,224000000,6835.937500,854.492188,11.867947,25645497776,12080571165,25644184807,12079347264,2694889,24032923093,14714390,25643704909,26938611767,424.554301
3mm_N2100,246960000,7536.621094,942.077637,13.084412,31254952140,3720039184,31255560636,3718939583,21031132,27817125559,16365661,31254891802,31331296071,508.989576
3mm_N2200,271040000,8271.484375,1033.935547,14.360216,35943191372,4037198225,35944988032,4037863993,34588192,31982300790,18071797,35945453104,36232087059,501.792700
3mm_N2300,296240000,9040.527344,1130.065918,15.695360,41081530029,4772931506,41084100281,4773891269,46715259,36542700691,20407755,41083200153,41246163318,675.916007
3mm_N2400,322560000,9843.750000,1230.468750,17.089844,43014459259,42778685740,43013784630,42779691126,64078996,41519609559,22091877,43014237702,43020174315,733.392957
adi_N1_128,393216,12.000000,1.500000,0.020833,24605,2817,24463,4444,101,66417,534,24461,46841,0.001416
adi_N1_256,1572864,48.000000,6.000000,0.083333,98841,10369,98147,10225,412,264200,1049,98635,210898,0.005658
adi_N1_300,2160000,65.917969,8.239746,0.114441,135973,9280,134740,10022,1003,362886,1294,136156,282110,0.007945
adi_N1_400,3840000,117.187500,14.648438,0.203451,242364,17842,241531,25024,3932,644120,1711,242272,500060,0.018764
adi_N1_512,6291456,192.000000,24.000000,0.333333,399550,50272,397343,44486,6733,1055085,2132,399883,796921,0.022663
adi_N1_600,8640000,263.671875,32.958984,0.457764,570313,48637,566659,44980,3950,1448885,2553,570332,1150864,0.032120
adi_N1_700,11760000,358.886719,44.860840,0.623067,775246,39850,755704,54724,8015,1971214,3078,775183,1541615,0.043013
adi_N1_800,15360000,468.750000,58.593750,0.813802,1017008,65587,994088,123807,4458,2573393,3660,1017263,2045980,0.075298
adi_N1_900,19440000,593.261719,74.157715,1.029968,1316021,61954,1280316,80314,4512,3258192,4410,1315648,2644734,0.071740
adi_N1_1024,25165824,768.000000,96.000000,1.333333,1692566,93250,1580276,208415,6422,4216319,5136,1691433,3223987,0.091735
adi_N2_128,393216,12.000000,1.500000,0.020833,48721,4720,48386,4741,104,132727,1054,48434,93039,0.002826
adi_N2_256,1572864,48.000000,6.000000,0.083333,197091,22758,196018,19694,442,528471,2095,197265,400299,0.011437
adi_N2_300,2160000,65.917969,8.239746,0.114441,271257,27294,269693,26315,1429,726237,2774,271297,560731,0.015998
adi_N2_400,3840000,117.187500,14.648438,0.203451,484998,41116,482645,55714,7349,1288146,3315,484617,1020723,0.037568
adi_N2_512,6291456,192.000000,24.000000,0.333333,799384,55009,795325,70259,12960,2109164,4249,799112,1560266,0.045318
adi_N2_600,8640000,263.671875,32.958984,0.457764,1138748,94146,1130854,98319,12992,2897305,5094,1138277,2354781,0.063574
adi_N2_700,11760000,358.886719,44.860840,0.623067,1549242,112360,1537219,86253,10638,3942367,5971,1549900,3149459,0.085759
adi_N2_800,15360000,468.750000,58.593750,0.813802,2037217,175674,2022057,163405,14203,5146499,6983,2037742,4085077,0.151259
adi_N2_900,19440000,593.261719,74.157715,1.029968,2632769,149361,2585785,215477,13543,6515698,8418,2632629,5287177,0.143623
adi_N2_1024,25165824,768.000000,96.000000,1.333333,3380834,174683,3168956,418248,12290,8429976,10274,3377856,6534475,0.183659
adi_N4_64,98304,3.000000,0.375000,0.005208,21956,299,21917,398,26,67162,781,21836,29880,0.001388
adi_N4_128,393216,12.000000,1.500000,0.020833,96640,9851,96352,9655,100,265299,2084,96405,172103,0.005631
adi_N4_256,1572864,48.000000,6.000000,0.083333,393542,38311,391607,50479,483,1056722,4179,393560,825351,0.022513
adi_N4_300,2160000,65.917969,8.239746,0.114441,542085,43057,537799,53736,2262,1451840,5232,542019,1140849,0.031843
adi_N4_400,3840000,117.187500,14.648438,0.203451,968731,81190,964620,91491,14096,2576222,6710,968489,2031964,0.074967
adi_N4_512,6291456,192.000000,24.000000,0.333333,1599737,138058,1589625,125339,25330,4220714,8458,1597336,3130049,0.090251
adi_N4_600,8640000,263.671875,32.958984,0.457764,2273648,147341,2261094,165553,25478,5794122,10116,2274008,4725206,0.127408
adi_N4_700,11760000,358.886719,44.860840,0.623067,3107299,177319,3078264,235668,20640,7884561,12008,3107146,6379878,0.171176
adi_N4_800,15360000,468.750000,58.593750,0.813802,4081207,265625,4057075,314692,16152,10292078,20334,4081131,8245005,0.300997
adi_N4_900,19440000,593.261719,74.157715,1.029968,5274425,320965,5200103,353634,26789,13031965,25646,5274797,10500360,0.289987
adi_N4_1024,25165824,768.000000,96.000000,1.333333,6762972,371291,6655763,433244,24323,16865035,19735,6760859,13281438,0.366752
adi_N8_64,98304,3.000000,0.375000,0.005208,43493,275,43307,350,26,134099,1402,43186,51688,0.002773
adi_N8_128,393216,12.000000,1.500000,0.020833,192667,17701,191936,20146,104,530595,4164,192706,354681,0.011279
adi_N8_256,1572864,48.000000,6.000000,0.083333,786061,106970,781136,94381,515,2113583,8344,786269,1651638,0.045313
adi_N8_300,2160000,65.917969,8.239746,0.114441,1082281,77149,1074438,83991,4553,2903435,10312,1082317,2270702,0.063680
adi_N8_400,3840000,117.187500,14.648438,0.203451,1936776,191626,1927914,197888,27748,5152875,13222,1936471,4051085,0.149935
adi_N8_512,6291456,192.000000,24.000000,0.333333,3192940,269542,3176224,238718,50279,8440672,17060,3193974,6319281,0.180731
adi_N8_600,8640000,263.671875,32.958984,0.457764,4561153,307138,4536490,336233,50579,11587777,20282,4527067,9291417,0.254262
adi_N8_700,11760000,358.886719,44.860840,0.623067,6215519,414467,6169504,477529,40741,15777731,24096,6223938,12699905,0.342630
adi_N8_800,15360000,468.750000,58.593750,0.813802,8168777,575353,8117752,749030,55604,20585628,28370,8181029,16495521,0.600819
adi_N8_900,19440000,593.261719,74.157715,1.029968,10543434,536129,10410888,677069,32417,26064670,33974,10557154,21285787,0.572190
adi_N8_1024,25165824,768.000000,96.000000,1.333333,13560339,738765,13366537,998948,48097,33732049,45949,13565581,26613908,0.733191
adi_N16_32,24576,0.750000,0.093750,0.001302,786,99,716,146,8,68394,658,559,1192,0.001356
adi_N16_64,98304,3.000000,0.375000,0.005208,86479,4772,86396,5045,27,268050,2764,86157,129904,0.005541
adi_N16_128,393216,12.000000,1.500000,0.020833,384146,34678,383004,36966,102,1061564,8262,384137,706328,0.022472
adi_N16_256,1572864,48.000000,6.000000,0.083333,1570701,195056,1561178,186795,520,4227860,16697,1570871,3229941,0.092313
adi_N16_300,2160000,65.917969,8.239746,0.114441,2169403,167030,2152144,211586,8772,5807547,19615,2163854,4490061,0.126313
adi_N16_400,3840000,117.187500,14.648438,0.203451,3869835,393870,3852601,352105,54955,10304318,31299,3869788,8067191,0.299677
adi_N16_512,6291456,192.000000,24.000000,0.333333,6382912,545028,6353976,548352,100064,16874870,33754,6376508,12499914,0.362902
adi_N16_600,8640000,263.671875,32.958984,0.457764,9099262,864226,9043936,855017,114131,23168496,39679,9095076,18677105,0.507662
adi_N16_700,11760000,358.886719,44.860840,0.623067,12428884,931186,12346545,1012775,80900,31526230,54384,12420802,25350553,0.683467
adi_N16_800,15360000,468.750000,58.593750,0.813802,16285994,1215740,16184287,1224488,103984,41156515,55603,16291795,33070088,1.204081
adi_N16_900,19440000,593.261719,74.157715,1.029968,21052807,1251628,20828489,1515828,63270,52099886,67028,21044840,42629863,1.147243
adi_N16_1024,25165824,768.000000,96.000000,1.333333,27034578,1350804,26823069,1531164,102679,67410644,79463,27013705,53995432,1.466209
adi_N32_32,24576,0.750000,0.093750,0.001302,996,100,1174,146,8,136889,1423,737,1328,0.002711
adi_N32_64,98304,3.000000,0.375000,0.005208,171966,287,171781,428,26,535951,5754,171901,208312,0.011365
adi_N32_128,393216,12.000000,1.500000,0.020833,767921,68227,765356,72362,100,2119443,16612,767629,1393348,0.044922
adi_N32_256,1572864,48.000000,6.000000,0.083333,3140605,386744,3124391,426408,621,8451581,29280,3140151,6511606,0.180495
adi_N32_300,2160000,65.917969,8.239746,0.114441,4329414,372324,4294502,340454,16588,11597645,39360,4325861,9080994,0.253508
adi_N32_400,3840000,117.187500,14.648438,0.203451,7743753,734140,7706187,720495,109562,20599167,52763,7742361,16188119,0.600053
adi_N32_512,6291456,192.000000,24.000000,0.333333,12787761,937850,12708567,1054754,199507,33711320,75106,12722095,24951985,0.721506
adi_N32_600,8640000,263.671875,32.958984,0.457764,18198554,1587018,18090240,1727653,214542,46326076,79500,18189454,37531382,1.013962
adi_N32_700,11760000,358.886719,44.860840,0.623067,24790664,1610232,24603512,1801750,161478,63042559,95130,24802128,50920240,1.367078
adi_N32_800,15360000,468.750000,58.593750,0.813802,32625460,2467911,32196917,2649117,226188,82298001,124565,32619451,65962096,2.413787
adi_N32_900,19440000,593.261719,74.157715,1.029968,42187428,2667889,41576944,3336062,216470,104169072,134388,42169215,84896434,2.292992
adi_N32_1024,25165824,768.000000,96.000000,1.333333,54212626,3017211,53096983,3717367,205266,134794493,175381,53872320,106733707,2.933656
adi_N64_16,6144,0.187500,0.023438,0.000326,223,81,248,87,3,70537,661,134,271,0.001300
adi_N64_32,24576,0.750000,0.093750,0.001302,1940,105,2030,162,8,272845,2513,1553,2310,0.005416
adi_N64_64,98304,3.000000,0.375000,0.005208,343339,1010,343500,456,26,1070708,12013,343367,376852,0.022117
adi_N64_128,393216,12.000000,1.500000,0.020833,1536204,137872,1529097,146893,100,4239213,27206,1534566,2823904,0.090120
adi_N64_256,1572864,48.000000,6.000000,0.083333,6282929,757957,6241655,765827,1423,16890714,66686,6280171,12987183,0.360245
adi_N64_300,2160000,65.917969,8.239746,0.114441,8666370,647166,8575543,704265,35085,23201262,78600,8647563,18147422,0.505912
adi_N64_400,3840000,117.187500,14.648438,0.203451,15495162,1332032,15412440,1355982,217847,41202027,105539,15477170,32405047,1.197725
adi_N64_512,6291456,192.000000,24.000000,0.333333,25519141,1796942,25328202,1853606,402611,67436409,37056,25447801,50103375,1.445791
adi_N64_600,8640000,263.671875,32.958984,0.457764,36371837,2888420,36171403,2979367,428976,92652209,158627,36390243,74866036,2.034739
adi_N64_700,11760000,358.886719,44.860840,0.623067,49618087,3490425,49348358,3797571,478379,126085059,187734,49595432,101387505,2.733372
adi_N64_800,15360000,468.750000,58.593750,0.813802,65307824,4518690,64829556,4803279,259922,164588817,228623,65187262,132333886,4.803811
adi_N64_900,19440000,593.261719,74.157715,1.029968,84402316,5387719,83233379,6438588,422918,208326908,272973,84365311,170106930,4.584706
adi_N64_1024,25165824,768.000000,96.000000,1.333333,108248031,6326212,106595749,7367258,386066,269494821,320844,107568993,213836835,5.865249
adi_N128_16,6144,0.187500,0.023438,0.000326,229,53,256,127,3,140121,318,139,439,0.002571
adi_N128_32,24576,0.750000,0.093750,0.001302,1825,123,1912,149,8,545018,5221,5888,6561,0.010925
adi_N128_64,98304,3.000000,0.375000,0.005208,687053,353,688009,1062,26,2141949,22477,687444,781502,0.044191
adi_N128_128,393216,12.000000,1.500000,0.020833,3070672,274152,3058983,288196,103,8479943,66438,3068467,5593948,0.180917
adi_N128_256,1572864,48.000000,6.000000,0.083333,12576074,1501470,12481701,1546454,2477,33778762,135259,12558286,25927518,0.722534
adi_N128_300,2160000,65.917969,8.239746,0.114441,17316967,1364009,17150256,1518258,56332,46386254,157307,17302287,36304692,0.999877
adi_N128_400,3840000,117.187500,14.648438,0.203451,30989465,2743414,30810266,2865587,438698,82396468,212195,30949567,64578727,2.367733
adi_N128_512,6291456,192.000000,24.000000,0.333333,50989497,3952731,50639813,4068128,796475,134882415,269996,50879976,100108155,2.910608
adi_N128_600,8640000,263.671875,32.958984,0.457764,72964458,5393452,72446745,5660395,445803,185267923,319201,72735583,149319068,3.974699
adi_N128_700,11760000,358.886719,44.860840,0.623067,99404425,6995467,98765808,7442984,648933,252128669,383115,99391536,202802955,5.368533
adi_N128_800,15360000,468.750000,58.593750,0.813802,130476310,8163736,129745052,8526090,504679,329178175,446314,130249861,265079113,9.460947
adi_N128_900,19440000,593.261719,74.157715,1.029968,168393088,10808195,166063085,12291012,845201,416715470,533454,168282195,339640455,8.982786
adi_N128_1024,25165824,768.000000,96.000000,1.333333,216457271,12304134,212791902,15317550,64774,539015717,656702,215696322,428667813,11.738638
adi_N256_8,1536,0.046875,0.005859,0.000081,130,33,174,80,2,74189,174,48,262,0.001204
adi_N256_16,6144,0.187500,0.023438,0.000326,240,78,284,135,3,280348,452,138,427,0.005612
adi_N256_32,24576,0.750000,0.093750,0.001302,6022,97,7672,155,8,1089912,10379,5231,10869,0.021642
adi_N256_64,98304,3.000000,0.375000,0.005208,1371576,998,1372722,1056,26,4281051,44705,1371963,1454944,0.088211
adi_N256_128,393216,12.000000,1.500000,0.020833,6133786,545487,6115394,557723,102,16961220,132797,6133666,10901476,0.364210
adi_N256_256,1572864,48.000000,6.000000,0.083333,25129254,2953894,24963955,2929151,6100,67579264,266673,25114040,52033449,1.460287
adi_N256_300,2160000,65.917969,8.239746,0.114441,34621365,2720839,34306256,2775557,130542,92777273,315763,34594404,72694566,1.941823
adi_N256_400,3840000,117.187500,14.648438,0.203451,61946475,5407656,61657291,5690192,872946,164792594,427102,61914811,129409810,4.650587
adi_N256_512,6291456,192.000000,24.000000,0.333333,102092485,7741930,101551802,8402739,1598287,269686080,539960,102045144,199810980,5.859542
adi_N256_600,8640000,263.671875,32.958984,0.457764,145553564,9331198,144616473,9190514,470,370603060,634813,145188169,299553950,7.771986
adi_N256_700,11760000,358.886719,44.860840,0.623067,198401421,13887599,197103947,14772767,1304040,504287764,767998,198158106,404633417,10.454395
adi_N256_800,15360000,468.750000,58.593750,0.813802,260507915,18899303,258944778,20287070,320099,658365292,916002,260140552,527421862,17.586961
adi_N256_900,19440000,593.261719,74.157715,1.029968,337406626,18746970,332989731,21535374,445659,833273967,1117912,337064527,681048517,16.569218
adi_N256_1024,25165824,768.000000,96.000000,1.333333,432024924,24509325,425577231,29933236,127726,1077927663,1317066,430540798,852412260,22.134131
adi_N300_8,1536,0.046875,0.005859,0.000081,149,30,175,81,2,86929,109,48,182,0.001465
adi_N300_16,6144,0.187500,0.023438,0.000326,268,46,318,105,3,331888,2895,143,494,0.006061
adi_N300_32,24576,0.750000,0.093750,0.001302,4985,97,6327,159,8,1275714,8600,6027,8116,0.025347
adi_N300_64,98304,3.000000,0.375000,0.005208,1606276,878,1607834,1403,26,5018784,53828,1607528,1845661,0.103499
adi_N300_128,393216,12.000000,1.500000,0.020833,7190831,667450,7163689,690067,662,19872997,155661,7188308,13110480,0.425965
adi_N300_256,1572864,48.000000,6.000000,0.083333,29432825,3472767,29238992,3679269,4537,79200032,314645,29422590,60908531,1.709819
adi_N300_300,2160000,65.917969,8.239746,0.114441,40556792,3257017,40213928,3327792,151314,108738487,369160,40541470,85034124,2.268912
adi_N300_400,3840000,117.187500,14.648438,0.203451,72595368,6429126,72264455,6871312,1030335,193116756,497622,72576558,151467838,5.431637
adi_N300_512,6291456,192.000000,24.000000,0.333333,119460233,9010086,118405847,9420255,80622,316096748,635150,119145546,234417779,6.876840
adi_N300_600,8640000,263.671875,32.958984,0.457764,170700470,13585236,169619868,14530843,1476260,434270156,746522,170342083,351641678,9.080383
adi_N300_700,11760000,358.886719,44.860840,0.623067,233003040,15522716,231482313,15899187,1517441,590926687,881238,232648366,476508839,12.001524
adi_N300_800,15360000,468.750000,58.593750,0.813802,305935816,21700700,304302165,21863409,3467,771525675,1064128,305488367,618352790,20.557275
adi_N300_900,19440000,593.261719,74.157715,1.029968,395343565,25561895,389679388,29807886,687675,976520426,1266763,394787691,798030780,19.241731
adi_N300_1024,25165824,768.000000,96.000000,1.333333,506607010,25351247,498992534,31290631,8482,1263318601,1488195,505514500,1007167205,25.487930
adi_N400_8,1536,0.046875,0.005859,0.000081,131,32,171,87,2,115969,430,50,254,0.001879
adi_N400_16,6144,0.187500,0.023438,0.000326,239,76,354,135,3,440394,3325,144,558,0.008217
adi_N400_32,24576,0.750000,0.093750,0.001302,7010,102,10339,148,8,1697942,11520,8634,8305,0.034003
adi_N400_64,98304,3.000000,0.375000,0.005208,2139456,389,2141861,542,26,6688460,71725,2141965,2355671,0.137530
adi_N400_128,393216,12.000000,1.500000,0.020833,9590167,900296,9549847,908909,101,26495439,207504,9583450,17027494,0.568252
adi_N400_256,1572864,48.000000,6.000000,0.083333,39251662,4573718,38992998,4752239,5078,105565337,416641,39234923,80861493,2.282916
adi_N400_300,2160000,65.917969,8.239746,0.114441,54075814,4403697,53594302,4707336,211994,144980548,495767,54056373,113405114,3.009566
adi_N400_400,3840000,117.187500,14.648438,0.203451,96683016,8249966,96242157,8431752,1363489,257485327,666328,96670264,202386043,7.216678
adi_N400_512,6291456,192.000000,24.000000,0.333333,159067790,11258393,158237185,12170168,2491431,421520647,843656,158981396,313019059,9.221755
adi_N400_600,8640000,263.671875,32.958984,0.457764,227883045,17553288,226566523,18322003,2678855,578886962,998502,227914627,471784130,11.829078
adi_N400_700,11760000,358.886719,44.860840,0.623067,309942260,22542730,307781305,23841825,2003084,787761807,1179458,309436795,630316366,15.404312
adi_N400_800,15360000,468.750000,58.593750,0.813802,406878694,26092053,403595269,28625954,38467,1028775097,1498862,406253889,826953470,26.191923
adi_N400_900,19440000,593.261719,74.157715,1.029968,525549598,31656045,520700594,35516366,651,1302389938,1657696,524909925,1056871748,24.795298
adi_N400_1024,25165824,768.000000,96.000000,1.333333,674919829,37873494,665763975,44888198,79993,1684250075,1976532,673175888,1334702057,33.596352
adi_N512_8,1536,0.046875,0.005859,0.000081,155,32,190,85,2,153277,1614,50,303,0.002455
adi_N512_16,6144,0.187500,0.023438,0.000326,234,42,342,85,3,563279,2895,148,493,0.010547
adi_N512_32,24576,0.750000,0.093750,0.001302,11094,105,8753,142,10,2180818,20736,8972,6783,0.045201
adi_N512_64,98304,3.000000,0.375000,0.005208,2741358,1178,2741322,1224,27,8562227,95815,2739776,3173838,0.176573
adi_N512_128,393216,12.000000,1.500000,0.020833,12280025,1071442,12231654,1090137,214,33933792,255611,12275735,21843613,0.727227
adi_N512_256,1572864,48.000000,6.000000,0.083333,50230871,5888596,49903842,5946946,3131,135122688,535321,50216834,103651982,2.927629
adi_N512_300,2160000,65.917969,8.239746,0.114441,69224190,5568287,68617830,5777228,281218,185581390,627482,69197020,145026741,3.833330
adi_N512_400,3840000,117.187500,14.648438,0.203451,123838074,10352129,123318925,10982803,1751233,329580823,850509,123807545,259109615,9.216977
adi_N512_512,6291456,192.000000,24.000000,0.333333,203755200,14480722,202201413,15060637,129354,539441393,1079781,203241850,401091043,11.522893
adi_N512_600,8640000,263.671875,32.958984,0.457764,290925821,18536468,289110362,19389819,530462,741177920,1296154,290572420,599016746,14.483442
adi_N512_700,11760000,358.886719,44.860840,0.623067,397663272,29379288,395348767,30108891,1449841,1008371573,1493186,397276172,812460009,19.456817
adi_N512_800,15360000,468.750000,58.593750,0.813802,520957016,38870778,518082360,41524681,1007514,1316704058,1795187,520808838,1053501903,33.389775
adi_N512_900,19440000,593.261719,74.157715,1.029968,674506824,40587396,665835784,48502648,19258,1666588142,2164521,673654367,1360375873,32.265176
adi_N512_1024,25165824,768.000000,96.000000,1.333333,862055027,51068158,848468275,61344579,255096,2155807531,2627124,860963337,1706362729,42.478787
adi_N600_8,1536,0.046875,0.005859,0.000081,137,36,194,89,2,173832,299,54,215,0.002816
adi_N600_16,6144,0.187500,0.023438,0.000326,254,47,422,99,3,662207,6441,145,536,0.012230
adi_N600_32,24576,0.750000,0.093750,0.001302,13099,96,16868,144,8,2547375,17125,16054,16334,0.050524
adi_N600_64,98304,3.000000,0.375000,0.005208,3211635,879,3213969,1373,26,10035622,107773,3212566,3742924,0.206357
adi_N600_128,393216,12.000000,1.500000,0.020833,14376406,1241281,14326355,1284245,102,39789968,322085,14371981,25864460,0.853797
adi_N600_256,1572864,48.000000,6.000000,0.083333,58963578,7227560,58643982,7145864,823,158319293,711364,58952861,121477610,3.428793
adi_N600_300,2160000,65.917969,8.239746,0.114441,81084634,6009427,80412937,6417438,310369,217517440,738794,81058865,170891969,4.481674
adi_N600_400,3840000,117.187500,14.648438,0.203451,145213893,12677040,144560740,13371504,2047097,386229969,989455,145167254,303434554,10.647333
adi_N600_512,6291456,192.000000,24.000000,0.333333,238738966,16974193,237256966,17775512,159587,632073583,1267880,238436024,469626851,13.540907
adi_N600_600,8640000,263.671875,32.958984,0.457764,341788240,29279974,339669940,30456485,3680663,868405102,1501070,341246328,702279466,16.822635
adi_N600_700,11760000,358.886719,44.860840,0.623067,464859730,31041169,460873179,32029964,22652,1181977436,1826915,464271863,946476853,23.034819
adi_N600_800,15360000,468.750000,58.593750,0.813802,610502632,42811109,606838879,45681663,1175948,1543117912,2281842,610095223,1236333443,38.697808
adi_N600_900,19440000,593.261719,74.157715,1.029968,788926271,51611562,781258776,56137518,946748,1952859381,2482074,787984883,1585830463,37.058300
