name,estimated_data_size (eds in bytes),eds/L1_cache,eds/L2_cache,eds/L3_cache,PAPI_L1_DCM,PAPI_L2_DCM,PAPI_L1_TCM,PAPI_L2_TCM,PAPI_TLB_DM,PAPI_BR_TKN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_TCA,Runtime (secs)
2mm_N1900,144400000,4406.738281,550.842285,5.508423,15447490037,1734131858,13792963092,1734171973,29266,13725223813,7224124,13792922011,13792939864,99.294146
2mm_N2000,160000000,4882.812500,610.351562,6.103516,17100582482,8235588640,16036551636,8234654607,34876,16008004013,8004354,16036248081,16036321043,120.670492
2mm_N2100,176400000,5383.300781,672.912598,6.729126,20857679094,2475055078,18621780396,2475080852,49820,18530824213,8824500,18621649832,18621764932,152.608532
2mm_N2200,193600000,5908.203125,738.525391,7.385254,23975128472,2682787527,21414440789,2682276774,43850,21305684413,9684589,21414225020,21414291751,129.625842
2mm_N2300,211600000,6457.519531,807.189941,8.071899,27404427253,3161054351,24426510089,3161057825,78946,24344584613,10585029,24425977704,24426080527,203.166444
2mm_N2400,230400000,7031.250000,878.906250,8.789062,28644484777,28518216118,27688924996,28518065661,81075,27659524813,11534377,27688986586,27689055444,231.312746
3mm_N64,229376,7.000000,0.875000,0.008750,209247,448,52725,573,23,798925,12492,54139,52982,0.002824
3mm_N128,917504,28.000000,3.500000,0.035000,6260427,536855,2268355,535874,77,6341005,49555,2275101,2274343,0.023629
3mm_N256,3670016,112.000000,14.000000,0.140000,50606918,49540894,50408153,49543113,308,50529037,197282,50408692,50408998,0.336880
3mm_N300,5040000,153.808594,19.226074,0.192261,13917028,10343699,13147088,10343894,429,81270913,271194,13127764,13319927,0.331005
3mm_N400,8960000,273.437500,34.179688,0.341797,203881976,24040660,192892540,24044270,6509,192481213,481230,192921081,192890365,1.244252
3mm_N512,14680064,448.000000,56.000000,0.560000,404094851,403405613,403402642,403411588,10337,403441165,787525,403382830,403403152,3.393434
3mm_N600,20160000,615.234375,76.904297,0.769043,728706299,89032712,651105375,105293341,6243,649081813,1082272,650773456,646780236,2.690559
3mm_N700,27440000,837.402344,104.675293,1.046753,1256722319,141884288,1035241058,141885820,3363,1030472113,1472175,1035471896,1035481285,4.464260
3mm_N800,35840000,1093.750000,136.718750,1.367188,1586970429,305627442,1538098143,201541151,2562,1537922413,1923017,1538054392,1538100463,10.380694
3mm_N900,45360000,1384.277344,173.034668,1.730347,2458574275,274455742,2199062974,273960037,4431,2189432713,2433362,2199973256,2200135284,10.346032
3mm_N1024,58720256,1792.000000,224.000000,2.240000,3235613601,3225867158,3228752443,3224756866,3601,3224374285,3149440,3228737731,3228768960,20.882247
3mm_N1100,67760000,2067.871094,258.483887,2.584839,4491574154,502617753,4015538868,499925229,207,3996633313,3633957,4016907048,4017739097,17.412282
3mm_N1200,80640000,2460.937500,307.617188,3.076172,5530836835,651813682,5201383864,650016537,80,5188323613,4324257,5200041309,5200701707,20.402249
3mm_N1300,94640000,2888.183594,361.022949,3.610229,7419265106,827580269,6630181721,825084079,3075,6596073913,5074615,6631594974,6631088535,27.193714
3mm_N1400,109760000,3349.609375,418.701172,4.187012,9268307558,1031046430,8289649577,1030664788,1272,8237884213,5884565,8282027034,8281510400,31.998189
3mm_N1500,126000000,3845.214844,480.651855,4.806519,11398860525,1328447090,10181871149,1328860473,2168,10131754513,6755094,10182150466,10182270706,41.693908
3mm_N1600,143360000,4375.000000,546.875000,5.468750,12501254537,12481930168,12299146850,12481820513,6331,12295684813,7686316,12298774753,12299026097,116.328426
3mm_N1700,161840000,4938.964844,617.370605,6.173706,16592753852,1850014438,14822376385,1849467939,990,14747675113,8676304,14824272076,14824571004,64.286781
3mm_N1800,181440000,5537.109375,692.138672,6.921387,19714931889,2192329410,17600980788,2191437237,2888,17505725413,9726180,17601031589,17601114337,88.071342
3mm_N1900,202160000,6169.433594,771.179199,7.711792,23173880470,2601081691,20694220887,2602012070,5954,20587835713,10836437,20694147100,20694258004,148.389002
3mm_N2000,224000000,6835.937500,854.492188,8.544922,25643370041,12315130037,24057794651,12315927243,4117,24012006013,12007411,24057680023,24057798331,180.453475
3mm_N2100,246960000,7536.621094,942.077637,9.420776,31289370195,3706710406,27936471536,3705031100,3547,27796236313,13238416,27936537226,27937012708,223.702439
3mm_N2200,271040000,8271.484375,1033.935547,10.339355,35965055392,4019869021,32125851258,4020003138,6185,31958526613,14529219,32125901810,32126001637,190.365568
3mm_N2300,296240000,9040.527344,1130.065918,11.300659,41102280325,4732699758,36697290575,4735416052,5977,36516876913,15881321,36696057130,36696595881,301.472206
3mm_N2400,322560000,9843.750000,1230.468750,12.304688,42959529111,42781854987,41534647722,42783360023,4937,41489287213,17289214,41534514889,41534741606,342.212694
adi_N1_128,393216,12.000000,1.500000,0.015000,26306,3926,5131,3855,70,65547,524,3492,5064,0.000609
adi_N1_256,1572864,48.000000,6.000000,0.060000,105365,14585,18246,14194,257,262155,1043,11542,18757,0.002458
adi_N1_300,2160000,65.917969,8.239746,0.082397,142335,13109,22994,13591,361,360011,1231,22379,21732,0.003248
adi_N1_400,3840000,117.187500,14.648438,0.146484,245223,20789,47787,20819,584,640011,1620,47023,46933,0.008772
adi_N1_512,6291456,192.000000,24.000000,0.240000,407935,28381,48984,27928,4781,1048587,2070,77480,82258,0.009582
adi_N1_600,8640000,263.671875,32.958984,0.329590,587741,53978,74150,53748,4132,1440011,2420,72714,72664,0.013020
adi_N1_700,11760000,358.886719,44.860840,0.448608,811189,46470,99418,46894,2866,1960011,2835,101160,99959,0.019445
adi_N1_800,15360000,468.750000,58.593750,0.585938,1027224,50841,154185,50153,1490,2560011,3224,156749,182783,0.034046
adi_N1_900,19440000,593.261719,74.157715,0.741577,1388412,66598,157760,66123,3884,3240011,3630,152348,154519,0.029560
adi_N1_1024,25165824,768.000000,96.000000,0.960000,1896330,84802,375987,84648,4300,4194315,4111,472022,377753,0.038333
adi_N2_128,393216,12.000000,1.500000,0.015000,51742,6447,8944,6404,63,131081,1054,6150,6296,0.001232
adi_N2_256,1572864,48.000000,6.000000,0.060000,209493,27088,37230,27050,234,524297,2078,24780,37082,0.004899
adi_N2_300,2160000,65.917969,8.239746,0.082397,283765,24315,50007,25115,353,720009,2421,46324,46280,0.006994
adi_N2_400,3840000,117.187500,14.648438,0.146484,491837,40338,88724,39770,589,1280009,3230,101597,100328,0.016926
adi_N2_512,6291456,192.000000,24.000000,0.240000,883634,53751,166851,53264,8898,2097161,4129,162569,165862,0.020476
adi_N2_600,8640000,263.671875,32.958984,0.329590,1175906,105065,146144,104349,7718,2880009,4824,146633,147894,0.028487
adi_N2_700,11760000,358.886719,44.860840,0.448608,1624417,90786,198745,90740,5014,3920009,5633,193918,194428,0.035030
adi_N2_800,15360000,468.750000,58.593750,0.585938,2042492,113839,324572,113795,7169,5120009,6438,324106,346374,0.069239
adi_N2_900,19440000,593.261719,74.157715,0.741577,2630224,131524,218907,131336,7383,6480009,7240,318576,330741,0.058149
adi_N2_1024,25165824,768.000000,96.000000,0.960000,3510445,164510,912241,163962,7893,8388617,8214,944979,816486,0.081019
adi_N4_64,98304,3.000000,0.375000,0.003750,22545,363,3262,425,4,65541,311,3282,3306,0.000607
adi_N4_128,393216,12.000000,1.500000,0.015000,103287,12256,19691,11912,65,262149,2095,19190,13779,0.002364
adi_N4_256,1572864,48.000000,6.000000,0.060000,393373,53429,66045,53493,243,1048581,4148,40908,66479,0.009784
adi_N4_300,2160000,65.917969,8.239746,0.082397,565562,48587,94752,49404,357,1440005,4860,91347,91405,0.013559
adi_N4_400,3840000,117.187500,14.648438,0.146484,962073,77138,207486,78433,604,2560005,6449,210982,209978,0.034006
adi_N4_512,6291456,192.000000,24.000000,0.240000,1757332,105223,349401,103118,17196,4194309,8256,349489,351125,0.042285
adi_N4_600,8640000,263.671875,32.958984,0.329590,2354627,161208,336499,162588,14715,5760005,9643,329832,335031,0.052576
adi_N4_700,11760000,358.886719,44.860840,0.448608,3236726,214071,386031,219580,17947,7840005,11243,387961,396791,0.071290
adi_N4_800,15360000,468.750000,58.593750,0.585938,4118596,200796,716118,200605,5356,10240005,12843,688872,689618,0.137510
adi_N4_900,19440000,593.261719,74.157715,0.741577,5523857,261654,447112,257933,14376,12960005,14444,446858,437805,0.118417
adi_N4_1024,25165824,768.000000,96.000000,0.960000,7223761,320140,1436562,321145,15137,16777221,16428,1620660,1502520,0.152650
adi_N8_64,98304,3.000000,0.375000,0.003750,44273,343,5515,451,4,131069,649,5465,5662,0.001099
adi_N8_128,393216,12.000000,1.500000,0.015000,192687,25076,22124,24708,72,524285,4171,21256,33184,0.004989
adi_N8_256,1572864,48.000000,6.000000,0.060000,846660,102303,149649,102472,258,2097149,8274,147955,94357,0.020872
adi_N8_300,2160000,65.917969,8.239746,0.082397,1116035,94429,184570,93931,329,2879997,9699,188673,183942,0.026840
adi_N8_400,3840000,117.187500,14.648438,0.146484,1959677,156346,348935,157469,747,5119997,12906,1585544,366531,0.067967
adi_N8_512,6291456,192.000000,24.000000,0.240000,3358892,205828,523457,203983,33656,8388605,16473,506979,522207,0.076387
adi_N8_600,8640000,263.671875,32.958984,0.329590,4714045,345054,607060,346183,33311,11519997,19302,609113,609436,0.103774
adi_N8_700,11760000,358.886719,44.860840,0.448608,6478671,362371,898588,361574,19205,15679997,22481,960651,896559,0.140095
adi_N8_800,15360000,468.750000,58.593750,0.585938,8219283,455100,1231029,451469,28478,20479997,25730,1260367,1258427,0.273765
adi_N8_900,19440000,593.261719,74.157715,0.741577,10509510,512261,854386,511102,27228,25919997,28906,1281527,1312603,0.257318
adi_N8_1024,25165824,768.000000,96.000000,0.960000,15110421,638221,3515951,641063,29253,33554429,32873,3761446,3292515,0.308137
adi_N16_32,24576,0.750000,0.093750,0.000937,854,95,551,189,4,65517,195,543,497,0.000542
adi_N16_64,98304,3.000000,0.375000,0.003750,87961,403,14299,518,4,262125,1232,14140,14312,0.002439
adi_N16_128,393216,12.000000,1.500000,0.015000,410479,46052,70211,46185,66,1048557,8310,74210,73276,0.010158
adi_N16_256,1572864,48.000000,6.000000,0.060000,1672094,204047,283723,207440,256,4194285,16556,312968,308487,0.038878
adi_N16_300,2160000,65.917969,8.239746,0.082397,2270579,191277,361179,191588,366,5759981,19361,408366,409576,0.052585
adi_N16_400,3840000,117.187500,14.648438,0.146484,3921387,314317,700976,313762,1109,10239981,25757,761936,751233,0.142066
adi_N16_512,6291456,192.000000,24.000000,0.240000,7010190,402863,1383076,408406,66307,16777197,32968,1556596,1512871,0.151746
adi_N16_600,8640000,263.671875,32.958984,0.329590,9440871,515428,2576535,516142,10532,23039981,38582,2533017,2535884,0.214716
adi_N16_700,11760000,358.886719,44.860840,0.448608,12983073,712032,1647536,718415,37294,31359981,44989,1839089,1958296,0.288277
adi_N16_800,15360000,468.750000,58.593750,0.585938,16422941,793488,2238167,795641,20919,40959981,51356,2402944,2225508,0.573453
adi_N16_900,19440000,593.261719,74.157715,0.741577,21008183,1001301,2492564,1009613,20940,51839981,57821,2392697,1553000,0.472177
adi_N16_1024,25165824,768.000000,96.000000,0.960000,30228484,1235738,7660202,1257367,57149,67108845,65557,7656304,7170390,0.611401
adi_N32_32,24576,0.750000,0.093750,0.000937,1399,101,942,158,4,131021,374,688,925,0.001075
adi_N32_64,98304,3.000000,0.375000,0.003750,173856,351,31844,471,5,524237,2477,31658,31857,0.004814
adi_N32_128,393216,12.000000,1.500000,0.015000,826095,83832,139700,83475,62,2097101,16735,156546,152702,0.018815
adi_N32_256,1572864,48.000000,6.000000,0.060000,3371190,411713,569216,410342,200,8388557,33044,599496,346975,0.075305
adi_N32_300,2160000,65.917969,8.239746,0.082397,4539764,377038,658592,380147,272,11519949,38713,978112,969927,0.103734
adi_N32_400,3840000,117.187500,14.648438,0.146484,7837043,622106,1710622,605583,3127,20479949,51475,1333726,1556818,0.279378
adi_N32_512,6291456,192.000000,24.000000,0.240000,13957688,787552,2571982,778891,130416,33554381,64173,2521112,2684981,0.302746
adi_N32_600,8640000,263.671875,32.958984,0.329590,18640329,916197,7447660,912340,25,46079949,77128,7652388,7618234,0.420542
adi_N32_700,11760000,358.886719,44.860840,0.448608,25947515,1431515,3451376,1402582,71892,62719949,89949,3656078,3660421,0.573057
adi_N32_800,15360000,468.750000,58.593750,0.585938,32915523,1815808,5277774,1767338,109769,81919949,102705,4974472,4389877,1.149259
adi_N32_900,19440000,593.261719,74.157715,0.741577,44286700,2070521,3582895,2032943,114890,103679949,115499,6107684,3326161,0.937066
adi_N32_1024,25165824,768.000000,96.000000,0.960000,60626459,2510120,13734917,2493679,113820,134217677,131398,13702856,14745576,1.236161
adi_N64_16,6144,0.187500,0.023438,0.000234,224,45,256,136,3,65421,328,131,214,0.000514
adi_N64_32,24576,0.750000,0.093750,0.000937,1642,97,1201,181,4,262029,734,1252,1708,0.002261
adi_N64_64,98304,3.000000,0.375000,0.003750,347642,471,57002,651,4,1048461,4951,57178,56778,0.008722
adi_N64_128,393216,12.000000,1.500000,0.015000,1538598,193731,268646,193332,48,4194189,33471,261031,373174,0.037966
adi_N64_256,1572864,48.000000,6.000000,0.060000,6730790,837343,1272504,837563,189,16777101,66155,1199226,1171430,0.149894
adi_N64_300,2160000,65.917969,8.239746,0.082397,9045167,763650,1632348,765327,270,23039885,77307,2010477,1825112,0.207839
adi_N64_400,3840000,117.187500,14.648438,0.146484,15377823,1240236,3103851,1238859,3843,40959885,102997,2520695,2511597,0.566885
adi_N64_512,6291456,192.000000,24.000000,0.240000,28080884,1578999,4762351,1587116,260564,67108749,131738,5772646,5376598,0.609290
adi_N64_600,8640000,263.671875,32.958984,0.329590,37715511,2703270,4908607,2674234,272640,92159885,154247,4721111,5034545,0.834544
adi_N64_700,11760000,358.886719,44.860840,0.448608,51894990,2913516,8271886,2854799,243281,125439885,179920,8216899,8219203,1.149493
adi_N64_800,15360000,468.750000,58.593750,0.585938,65694080,3091401,7752341,3078777,83010,163839885,205401,7060617,9803164,2.271146
adi_N64_900,19440000,593.261719,74.157715,0.741577,85648810,4084285,6758810,4042658,215044,207359885,231135,6496143,7378776,1.900274
adi_N64_1024,25165824,768.000000,96.000000,0.960000,119287449,5020364,31796344,4918653,3277,268435341,256224,31306464,31639786,2.452327
adi_N128_16,6144,0.187500,0.023438,0.000234,226,60,219,140,3,130829,518,110,223,0.001049
adi_N128_32,24576,0.750000,0.093750,0.000937,3530,94,2774,175,4,524045,1328,2218,1764,0.004736
adi_N128_64,98304,3.000000,0.375000,0.003750,699196,457,84145,524,11,2096909,9918,80460,81175,0.018328
adi_N128_128,393216,12.000000,1.500000,0.015000,3283247,389381,451946,387288,59,8388365,66939,453199,453412,0.074560
adi_N128_256,1572864,48.000000,6.000000,0.060000,13418376,1633864,1532014,1638733,202,33554189,132343,2558094,2532330,0.303374
adi_N128_300,2160000,65.917969,8.239746,0.082397,17914624,1532619,3995566,1532464,3212,46079757,155033,3975681,3981669,0.412792
adi_N128_400,3840000,117.187500,14.648438,0.146484,30819710,2492392,4705128,2505853,13483,81919757,206042,4675869,4702967,1.113328
adi_N128_512,6291456,192.000000,24.000000,0.240000,54950430,3175946,10217577,3182770,527788,134217485,263354,9544508,9316471,1.190764
adi_N128_600,8640000,263.671875,32.958984,0.329590,75646135,5451712,28280154,3602015,307,184319757,308807,30543953,30587118,1.644613
adi_N128_700,11760000,358.886719,44.860840,0.448608,104150438,5580729,15650121,5588862,301318,250879757,359940,16190642,15434879,2.233909
adi_N128_800,15360000,468.750000,58.593750,0.585938,130601254,6933666,15458787,6946080,454062,327679757,410822,15571566,15710377,4.390433
adi_N128_900,19440000,593.261719,74.157715,0.741577,174211494,7089001,19758106,7072502,4226,414719757,462159,24230074,22523012,3.670666
adi_N128_1024,25165824,768.000000,96.000000,0.960000,234101179,9967570,59857204,9961066,446765,536870669,525740,61114148,55250942,4.749031
adi_N256_8,1536,0.046875,0.005859,0.000059,149,29,180,106,2,65037,7,123,216,0.000470
adi_N256_16,6144,0.187500,0.023438,0.000234,243,47,239,136,3,261645,1034,144,245,0.002366
adi_N256_32,24576,0.750000,0.093750,0.000937,4054,102,3722,175,4,1048077,2637,4402,3851,0.008504
adi_N256_64,98304,3.000000,0.375000,0.003750,1396895,851,237409,827,5,4193805,19872,236158,236841,0.035778
adi_N256_128,393216,12.000000,1.500000,0.015000,6507503,771371,1424084,770525,56,16776717,133365,973661,1445529,0.145969
adi_N256_256,1572864,48.000000,6.000000,0.060000,25154129,3268954,2667858,3261079,192,67108365,260372,4745871,2671875,0.570949
adi_N256_300,2160000,65.917969,8.239746,0.082397,36425829,3051393,8113827,3054853,275,92159501,310003,6617678,6752980,0.790130
adi_N256_400,3840000,117.187500,14.648438,0.146484,61631930,4999262,9920036,5006721,25146,163839501,411893,10807032,9373993,2.135582
adi_N256_512,6291456,192.000000,24.000000,0.240000,108530651,6363727,21323373,6380396,1048111,268434957,520753,22904457,22843090,2.314155
adi_N256_600,8640000,263.671875,32.958984,0.329590,151390171,11459960,57515512,8233033,3110,368639501,617656,57571563,57527072,3.180844
adi_N256_700,11760000,358.886719,44.860840,0.448608,209386619,12071290,32010631,12125914,972269,501759501,719634,31552589,42380339,4.321013
adi_N256_800,15360000,468.750000,58.593750,0.585938,260270498,12167818,30174335,12262889,3147,655359501,821608,30157112,30431748,8.468847
adi_N256_900,19440000,593.261719,74.157715,0.741577,356498385,13645132,47790085,13706370,82,829439501,924441,23987518,28637265,7.112419
adi_N256_1024,25165824,768.000000,96.000000,0.960000,469244819,19623407,122674539,19778127,3108,1073741325,1051197,120812674,119149513,9.205442
adi_N300_8,1536,0.046875,0.005859,0.000059,122,33,173,104,2,76213,7,98,173,0.000583
adi_N300_16,6144,0.187500,0.023438,0.000234,238,62,264,121,3,306613,1274,127,222,0.002561
adi_N300_32,24576,0.750000,0.093750,0.000937,2725,100,2961,176,4,1228213,3119,4564,2987,0.010580
adi_N300_64,98304,3.000000,0.375000,0.003750,1638915,686,243856,928,4,4914613,22913,244314,243962,0.040622
adi_N300_128,393216,12.000000,1.500000,0.015000,7213313,896483,1422884,898762,47,19660213,156582,1199659,1423737,0.168470
adi_N300_256,1572864,48.000000,6.000000,0.060000,30370220,3909755,3389556,3900545,195,78642613,309968,3384817,3374840,0.676676
adi_N300_300,2160000,65.917969,8.239746,0.082397,42764454,3542088,9436951,3554562,3609,107999413,362742,7825562,9603157,0.939664
adi_N300_400,3840000,117.187500,14.648438,0.146484,72073016,5738958,12377796,5819366,2183,191999413,482660,10901051,10884721,2.476881
adi_N300_512,6291456,192.000000,24.000000,0.240000,129745999,7445423,23305301,7453227,1200013,314572213,617428,20777345,23655149,2.701501
adi_N300_600,8640000,263.671875,32.958984,0.329590,177284684,13228244,23231424,13259772,1239528,431999413,723354,68521045,68767536,3.697961
adi_N300_700,11760000,358.886719,44.860840,0.448608,245348129,13044021,35939164,13112012,670262,587999413,843647,36014517,36258242,5.051178
adi_N300_800,15360000,468.750000,58.593750,0.585938,305339916,15324454,34846769,15156470,463,767999413,962783,36473108,34777181,9.864958
adi_N300_900,19440000,593.261719,74.157715,0.741577,395749748,16062106,28938828,16074880,364342,971999413,1083241,30612158,24955785,8.293042
adi_N300_1024,25165824,768.000000,96.000000,0.960000,527880537,23469739,152307488,23471874,1049307,1258290613,1231574,149699067,144955244,10.730402
adi_N400_8,1536,0.046875,0.005859,0.000059,123,30,255,110,2,101613,9,114,189,0.000754
adi_N400_16,6144,0.187500,0.023438,0.000234,233,56,253,130,3,408813,1610,137,262,0.003528
adi_N400_32,24576,0.750000,0.093750,0.000937,8748,94,7709,169,5,1637613,4339,1562,3511,0.013256
adi_N400_64,98304,3.000000,0.375000,0.003750,2185857,396,264984,510,5,6552813,30640,264437,264606,0.056032
adi_N400_128,393216,12.000000,1.500000,0.015000,10203850,1271315,1206901,1274288,49,26213613,207196,1206473,1554679,0.223570
adi_N400_256,1572864,48.000000,6.000000,0.060000,41866879,5129956,8143965,5045124,2388,104856813,413083,8086879,8169367,0.884397
adi_N400_300,2160000,65.917969,8.239746,0.082397,57138048,4746606,10612618,4757901,3337,143999213,484715,10464026,8605622,1.229190
adi_N400_400,3840000,117.187500,14.648438,0.146484,96944656,7768322,18670355,7782667,11565,255999213,643592,17105471,15557456,3.256432
adi_N400_512,6291456,192.000000,24.000000,0.240000,170192728,8797502,44507631,8799731,3411,419429613,823180,44494164,30015489,3.571269
adi_N400_600,8640000,263.671875,32.958984,0.329590,236489961,17083315,32198672,17067809,1637267,575999213,963930,94768909,94944814,4.905226
adi_N400_700,11760000,358.886719,44.860840,0.448608,327604566,18714816,52521717,18696944,1523826,783999213,1124336,51905260,56939606,6.653527
adi_N400_800,15360000,468.750000,58.593750,0.585938,410296824,19286242,55407404,19248990,213818,1023999213,1283075,42497621,48646303,13.096823
adi_N400_900,19440000,593.261719,74.157715,0.741577,536953440,23933633,39946699,22309006,93,1295999213,1444664,74793631,75439932,10.976022
adi_N400_1024,25165824,768.000000,96.000000,0.960000,727911178,31178691,163157824,31232359,792920,1677720813,1642792,179359109,178496915,14.234655
adi_N512_8,1536,0.046875,0.005859,0.000059,146,33,227,108,2,130061,4,120,219,0.000952
adi_N512_16,6144,0.187500,0.023438,0.000234,240,60,287,135,3,523277,2066,156,285,0.004423
adi_N512_32,24576,0.750000,0.093750,0.000937,6571,103,4159,195,4,2096141,5243,4515,4881,0.016357
adi_N512_64,98304,3.000000,0.375000,0.003750,2762972,482,391380,443,5,8387597,39997,390917,390793,0.068186
adi_N512_128,393216,12.000000,1.500000,0.015000,13052865,1533949,2583590,1536057,60,33553421,264044,2542045,2573499,0.283541
adi_N512_256,1572864,48.000000,6.000000,0.060000,53520611,6531054,10239940,6554685,229,134216717,529386,6078647,10150660,1.131520
adi_N512_300,2160000,65.917969,8.239746,0.082397,72453569,6047321,14006870,6037220,291,184318989,619918,12685261,15480758,1.560351
adi_N512_400,3840000,117.187500,14.648438,0.146484,123119074,9910251,20873439,9948870,35098,327678989,823873,20069870,25053624,4.173028
adi_N512_512,6291456,192.000000,24.000000,0.240000,217950222,12786358,41599952,12822130,2083260,536869901,1053379,38807757,96854141,4.543866
adi_N512_600,8640000,263.671875,32.958984,0.329590,302703358,17766135,115174816,16361804,3995,737278989,1234852,115030749,115027881,6.267025
adi_N512_700,11760000,358.886719,44.860840,0.448608,419322167,19776044,57623579,17790370,1682,1003518989,1439442,57638630,57521106,8.481711
adi_N512_800,15360000,468.750000,58.593750,0.585938,523854655,25104043,59334093,25160548,196,1310718989,1642798,58662536,58789068,16.643111
adi_N512_900,19440000,593.261719,74.157715,0.741577,675713658,26262816,76106460,26332971,26,1658878989,1849510,85558450,43013317,13.999183
adi_N512_1024,25165824,768.000000,96.000000,0.960000,958947227,38869351,250133703,39434629,87,2147482637,2102342,250540086,247147248,18.145449
adi_N600_8,1536,0.046875,0.005859,0.000059,143,31,247,119,3,152413,7,122,245,0.001152
adi_N600_16,6144,0.187500,0.023438,0.000234,262,45,291,123,3,613213,2413,170,301,0.005305
adi_N600_32,24576,0.750000,0.093750,0.000937,5992,98,1331,175,4,2456413,5577,6086,4790,0.019035
adi_N600_64,98304,3.000000,0.375000,0.003750,3276417,374,543486,484,7,9829213,46022,544092,545094,0.077834
adi_N600_128,393216,12.000000,1.500000,0.015000,15358336,1853714,2712667,1856617,131,39320413,310542,2729930,2723414,0.333473
adi_N600_256,1572864,48.000000,6.000000,0.060000,62558621,7766840,7254659,7663780,226,157285213,619773,7234085,10366453,1.304262
adi_N600_300,2160000,65.917969,8.239746,0.082397,85218280,7067855,18399628,7100738,325,215998813,726508,19449617,19478489,1.827479
adi_N600_400,3840000,117.187500,14.648438,0.146484,145717139,11377940,22401910,11395389,26576,383998813,965756,22236609,24366443,4.856944
adi_N600_512,6291456,192.000000,24.000000,0.240000,252556301,14778920,53514270,14829139,2445503,629144413,1235258,38793123,76553255,5.310429
adi_N600_600,8640000,263.671875,32.958984,0.329590,354858973,25681687,46966102,25772285,2428684,863998813,1446327,47499267,123915290,7.319965
adi_N600_700,11760000,358.886719,44.860840,0.448608,492330443,22738285,68675746,22773287,15,1175998813,1687243,69383521,69418746,9.915556
adi_N600_800,15360000,468.750000,58.593750,0.585938,609630298,28716414,90129012,27035145,14,1535998813,1925563,61308074,87169456,19.401407
adi_N600_900,19440000,593.261719,74.157715,0.741577,786762445,33224340,61290302,31860339,3511,1943998813,2166288,59123140,58412847,16.339618
adi_N600_1024,25165824,768.000000,96.000000,0.960000,1095208100,45806792,278973002,45835370,103,2516581213,2463956,278034226,278430406,21.208373
adi_N700_8,1536,0.046875,0.005859,0.000059,135,32,231,118,2,177813,6,128,245,0.001274
adi_N700_16,6144,0.187500,0.023438,0.000234,236,63,263,126,3,715413,2979,158,319,0.006260
