name,estimated_data_size (eds in bytes),eds/L1_cache,eds/L2_cache,eds/L3_cache,PAPI_L1_DCM,PAPI_L2_DCM,PAPI_L1_TCM,PAPI_L2_TCM,PAPI_TLB_DM,PAPI_BR_TKN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_TCA,Runtime (secs)
3mm_N1100,67760000,1033.935547,129.241943,6.462097,2182794108,501578188,2182768359,501597940,225,4000336331,3703488,2664822488,2672451916,72.228292
3mm_N1200,80640000,1230.468750,153.808594,7.690430,5485309584,649573745,5484992651,649559755,308,5192738053,4428335,5657863824,5684769681,77.303288
3mm_N1300,94640000,1444.091797,180.511475,9.025574,5336733366,827746536,5335927025,827827830,734,6601308239,5205947,6173017676,6197101622,126.871401
3mm_N1400,109760000,1674.804688,209.350586,10.467529,7386821485,1031045911,7386893193,1031297173,344,8243883148,6004211,8471373165,8506567879,120.165927
3mm_N1500,126000000,1922.607422,240.325928,12.016296,8691569477,1270743635,8691490030,1271056255,798,10138691172,6945705,9999567506,10049121356,203.224423
3mm_N1600,143360000,2187.500000,273.437500,13.671875,12468216252,12579751540,12468224137,12571194269,704,12303699437,8019898,14161360520,14277998447,325.776294
3mm_N1700,161840000,2469.482422,308.685303,15.434265,14829952969,1851013791,14830056541,1850547365,927,14756685220,9001876,16747230936,16816865148,287.166357
3mm_N1800,181440000,2768.554688,346.069336,17.303467,17602281076,2191134343,17602584944,2190937128,1136,17515698533,9986057,19932603572,20021975579,267.638586
3mm_N1900,202160000,3084.716797,385.589600,19.279480,20700841483,2583282425,20701084679,2583421258,1194,20599104579,11263012,23405954890,23512685408,414.130007
3mm_N2000,224000000,3417.968750,427.246094,21.362305,25360492028,3009581427,25361280494,3009546567,1127,24024441749,12384702,26229546225,26399931102,376.971095
3mm_N2100,246960000,3768.310547,471.038818,23.551941,27945080682,3496115210,27945424970,3496173162,1080,27809978730,13813892,31572473331,31872487973,574.843470
3mm_N2200,271040000,4135.742188,516.967773,25.848389,32130916234,3999211540,32131214514,3999195146,5284,31973562375,15027216,36385907011,36605635316,482.737182
3mm_N2300,296240000,4520.263672,565.032959,28.251648,36711163098,4581345048,36712360484,4579943255,15516,36533652258,16745501,41461546798,41772829002,774.105838
3mm_N2400,322560000,4921.875000,615.234375,30.761719,42644527865,38893803921,42645150355,38887589413,3576,41507444656,18170545,45102230527,45314083157,907.646719
adi_N1_128,393216,6.000000,0.750000,0.037500,2940,380,2994,447,99,66087,593,24018,26738,0.001407
adi_N1_256,1572864,24.000000,3.000000,0.150000,7482,6853,7506,6895,400,263212,1083,100788,112141,0.005694
adi_N1_300,2160000,32.958984,4.119873,0.205994,14025,10573,13978,10639,787,361246,1262,146127,161361,0.008242
adi_N1_400,3840000,58.593750,7.324219,0.366211,21790,18167,21832,18243,3323,641657,1664,250035,285783,0.019316
adi_N1_512,6291456,96.000000,12.000000,0.600000,21655,19374,21639,19427,645,1050686,2125,405429,447631,0.022870
adi_N1_600,8640000,131.835938,16.479492,0.823975,2110410,306917,2110973,307918,1082,1442488,2530,5717184,6314770,0.053159
adi_N1_700,11760000,179.443359,22.430420,1.121521,40830,40282,40843,40465,2630,1962885,2926,750645,844936,0.044609
adi_N1_800,15360000,234.375000,29.296875,1.464844,48514,47582,48679,47643,176,2563315,3341,967829,1067877,0.077944
adi_N1_900,19440000,296.630859,37.078857,1.853943,63715,59237,63733,59282,150,3243710,3744,1273055,1406196,0.073342
adi_N1_1024,25165824,384.000000,48.000000,2.400000,82667,68604,82516,68695,722,4198530,4258,1741418,1930468,0.092822
adi_N2_128,393216,6.000000,0.750000,0.037500,5693,344,5662,428,99,132138,1092,47719,54071,0.002790
adi_N2_256,1572864,24.000000,3.000000,0.150000,14551,12848,14534,12929,396,526386,2126,197872,220658,0.011289
adi_N2_300,2160000,32.958984,4.119873,0.205994,31176,21197,31128,21273,1053,722455,2477,298023,325259,0.016319
adi_N2_400,3840000,58.593750,7.324219,0.366211,50395,37370,50520,37486,6221,1283278,3297,510772,581234,0.038457
adi_N2_512,6291456,96.000000,12.000000,0.600000,49867,40906,49870,40953,665,2101332,4205,827086,912891,0.046184
adi_N2_600,8640000,131.835938,16.479492,0.823975,4279749,606588,4277593,607595,1628,2884941,4975,11749408,12962365,0.106706
adi_N2_700,11760000,179.443359,22.430420,1.121521,77865,76329,77967,76379,319,3925727,5773,1478521,1643446,0.088981
adi_N2_800,15360000,234.375000,29.296875,1.464844,96605,94496,96921,94618,176,5126593,6632,1937196,2141473,0.155404
adi_N2_900,19440000,296.630859,37.078857,1.853943,128000,119490,128203,119712,2529,6487389,7479,2547036,2810139,0.146347
adi_N2_1024,25165824,384.000000,48.000000,2.400000,165463,139558,165895,139635,669,8397022,8453,3476125,3858077,0.185199
adi_N4_64,98304,1.500000,0.187500,0.009375,3979,145,3960,211,25,66602,1098,16953,21428,0.001392
adi_N4_128,393216,6.000000,0.750000,0.037500,11042,692,11101,710,99,264239,2117,94869,107989,0.005557
adi_N4_256,1572864,24.000000,3.000000,0.150000,28258,24949,28244,25035,393,1052736,4204,398279,443373,0.022506
adi_N4_300,2160000,32.958984,4.119873,0.205994,61810,42439,61883,42407,1482,1444873,4906,594913,646849,0.032545
adi_N4_400,3840000,58.593750,7.324219,0.366211,100536,74245,100621,74238,11836,2566517,6589,1021344,1162675,0.076702
adi_N4_512,6291456,96.000000,12.000000,0.600000,85690,76311,85812,77031,861,4202629,8385,1614379,1784076,0.091026
adi_N4_600,8640000,131.835938,16.479492,0.823975,8553382,1222792,8606250,1255403,2671,5769840,9902,23013738,25443336,0.213570
adi_N4_700,11760000,179.443359,22.430420,1.121521,158563,157296,158852,156952,330,7851418,11540,2966172,3286801,0.178475
adi_N4_800,15360000,234.375000,29.296875,1.464844,199503,195315,199887,193402,263,10253157,13427,3879761,4306604,0.311528
adi_N4_900,19440000,296.630859,37.078857,1.853943,257659,240976,257850,241181,4598,12974731,14774,5092040,5578949,0.294200
adi_N4_1024,25165824,384.000000,48.000000,2.400000,332190,278629,332453,278898,749,16794003,16851,6950848,7627012,0.370916
adi_N8_64,98304,1.500000,0.187500,0.009375,8069,176,7957,254,25,133168,2127,33140,42534,0.002729
adi_N8_128,393216,6.000000,0.750000,0.037500,22533,975,22600,957,99,528440,4191,188009,213539,0.011083
adi_N8_256,1572864,24.000000,3.000000,0.150000,55787,49193,55901,49331,398,2105433,8326,791990,877763,0.044903
adi_N8_300,2160000,32.958984,4.119873,0.205994,107897,78373,107944,78388,2586,2889709,9742,1152454,1249673,0.064760
adi_N8_400,3840000,58.593750,7.324219,0.366211,171664,140745,171884,140957,23453,5132999,13090,1991712,2253192,0.153341
adi_N8_512,6291456,96.000000,12.000000,0.600000,169457,150090,169123,150213,952,8405217,16656,3219008,3571093,0.181753
adi_N8_600,8640000,131.835938,16.479492,0.823975,17149790,2429581,17163127,2429786,5709,11539651,19847,47071244,51900310,0.425103
adi_N8_700,11760000,179.443359,22.430420,1.121521,309792,303426,310079,303632,324,15702797,22872,5916112,6664022,0.355606
adi_N8_800,15360000,234.375000,29.296875,1.464844,399398,390371,400685,390654,10333,20506353,26441,7788721,8801647,0.622930
adi_N8_900,19440000,296.630859,37.078857,1.853943,514807,482714,515758,482621,8781,25949438,29598,10250449,11377181,0.587924
adi_N8_1024,25165824,384.000000,48.000000,2.400000,747831,573256,742484,573549,1239,33588002,33786,14010323,15784576,0.742154
adi_N16_32,24576,0.375000,0.046875,0.002344,111,40,137,85,7,67638,2154,425,522,0.001298
adi_N16_64,98304,1.500000,0.187500,0.009375,16072,187,16170,248,25,266299,4200,65897,84294,0.005388
adi_N16_128,393216,6.000000,0.750000,0.037500,44853,2419,44930,2468,99,1056843,8320,376506,428338,0.022132
adi_N16_256,1572864,24.000000,3.000000,0.150000,112640,97911,112705,98017,396,4210830,16572,1585920,1757033,0.089711
adi_N16_300,2160000,32.958984,4.119873,0.205994,214500,155649,214598,155917,4549,5779382,19480,2306779,2501696,0.129644
adi_N16_400,3840000,58.593750,7.324219,0.366211,400058,293549,400462,293719,46366,10265960,26134,4076646,4707246,0.306350
adi_N16_512,6291456,96.000000,12.000000,0.600000,388745,316036,389457,316303,1245,16810397,33269,6566270,7279427,0.362851
adi_N16_600,8640000,131.835938,16.479492,0.823975,34397905,4939221,34387091,4943798,9815,23079262,39637,94695428,106413109,0.845751
adi_N16_700,11760000,179.443359,22.430420,1.121521,621344,607543,621812,607400,376,31405568,45731,11830915,13308660,0.711580
adi_N16_800,15360000,234.375000,29.296875,1.464844,771518,753926,773835,754470,180,41012580,52980,15464052,17222132,1.245925
adi_N16_900,19440000,296.630859,37.078857,1.853943,1035056,959331,1036514,960221,16692,51898820,59275,20392640,22586286,1.177569
adi_N16_1024,25165824,384.000000,48.000000,2.400000,1592330,1168265,1620889,1170158,1265,67175918,67319,28073057,31640655,1.481788
adi_N32_32,24576,0.375000,0.046875,0.002344,120,30,144,80,7,135240,4253,460,668,0.002591
adi_N32_64,98304,1.500000,0.187500,0.009375,31151,160,30997,208,25,532560,8353,129381,165142,0.010762
adi_N32_128,393216,6.000000,0.750000,0.037500,89553,361,89737,409,99,2113649,16583,747360,848373,0.044232
adi_N32_256,1572864,24.000000,3.000000,0.150000,225096,198742,225287,198841,392,8421623,33100,3194021,3531632,0.179391
adi_N32_300,2160000,32.958984,4.119873,0.205994,427334,310136,427686,310704,8728,11558727,38907,4609932,4992097,0.258948
adi_N32_400,3840000,58.593750,7.324219,0.366211,738591,515761,739816,516667,515,20531881,52138,8168309,9060378,0.611049
adi_N32_512,6291456,96.000000,12.000000,0.600000,676337,599291,677326,599573,2278,33620784,66650,12904367,14249668,0.724850
adi_N32_600,8640000,131.835938,16.479492,0.823975,68598559,9704024,68604648,9707848,17984,46158517,78901,188286135,207457882,1.701299
adi_N32_700,11760000,179.443359,22.430420,1.121521,1236098,1206746,1237347,1206900,334,62811079,91606,23638247,26213777,1.420897
adi_N32_800,15360000,234.375000,29.296875,1.464844,1595556,1563569,1601206,1563066,40270,82024957,105356,30980825,34246847,2.491560
adi_N32_900,19440000,296.630859,37.078857,1.853943,2067556,1917664,2068693,1915916,33565,103797662,117834,41094479,45116492,2.350328
adi_N32_1024,25165824,384.000000,48.000000,2.400000,2921814,2288322,2918329,2288232,4611,134351853,134471,56045842,62119023,2.960719
adi_N64_16,6144,0.093750,0.011719,0.000586,59,14,88,55,2,69734,4341,116,194,0.001281
adi_N64_32,24576,0.375000,0.046875,0.002344,146,33,194,75,7,270442,8444,482,635,0.005178
adi_N64_64,98304,1.500000,0.187500,0.009375,62625,374,62767,405,25,1065082,16670,261017,334362,0.021405
adi_N64_128,393216,6.000000,0.750000,0.037500,174871,9297,175306,9522,99,4227262,33158,1498398,1698127,0.088360
adi_N64_256,1572864,24.000000,3.000000,0.150000,442142,390908,442814,391287,397,16843209,66195,6390654,7063227,0.358693
adi_N64_300,2160000,32.958984,4.119873,0.205994,982349,657442,982832,657881,16717,23117409,77617,9504845,10284957,0.518913
adi_N64_400,3840000,58.593750,7.324219,0.366211,1608509,1155036,1610991,1155680,183720,41063748,104496,16360430,18531160,1.222807
adi_N64_512,6291456,96.000000,12.000000,0.600000,1561248,1287721,1563465,1291229,4621,67241512,132937,26358130,29314032,1.452877
adi_N64_600,8640000,131.835938,16.479492,0.823975,137234471,19762461,137313184,19702083,35168,92317138,157904,378259227,410336458,3.393896
adi_N64_700,11760000,179.443359,22.430420,1.121521,2483390,2430206,2484306,2430837,479,125622166,183032,47431138,53450432,2.842519
adi_N64_800,15360000,234.375000,29.296875,1.464844,3190195,3123634,3200060,3126825,78919,164049851,212200,61946190,70896573,4.981092
adi_N64_900,19440000,296.630859,37.078857,1.853943,4164759,3897979,4167996,3895709,65576,207595161,235691,82177905,95250542,4.702492
adi_N64_1024,25165824,384.000000,48.000000,2.400000,5995308,4623378,6145249,4653649,3305,268703676,269694,112313769,124965442,5.915810
adi_N128_16,6144,0.093750,0.011719,0.000586,67,15,117,63,2,139432,8642,129,273,0.002565
adi_N128_32,24576,0.375000,0.046875,0.002344,392,37,267,81,7,540847,16852,512,734,0.010345
adi_N128_64,98304,1.500000,0.187500,0.009375,129191,483,130317,417,25,2130127,33253,522390,670647,0.042706
adi_N128_128,393216,6.000000,0.750000,0.037500,357408,895,357445,1160,99,8454485,66200,3001074,3406959,0.177004
adi_N128_256,1572864,24.000000,3.000000,0.150000,887900,782871,889207,784441,522,33686392,132335,12797244,14158409,0.717426
adi_N128_300,2160000,32.958984,4.119873,0.205994,1707441,1234158,1708458,1234009,33085,46234776,155254,18431890,19967498,1.039672
adi_N128_400,3840000,58.593750,7.324219,0.366211,2747803,2248446,2753650,2250083,366971,82127415,208599,31885354,35938240,2.447129
adi_N128_512,6291456,96.000000,12.000000,0.600000,3127216,2542715,3132133,2545844,7044,134482922,265606,52565787,58396509,2.909063
adi_N128_600,8640000,131.835938,16.479492,0.823975,270174334,38658731,270196988,38652842,68409,184633766,315077,731779494,808994116,6.807503
adi_N128_700,11760000,179.443359,22.430420,1.121521,5034934,4988523,5040031,4989161,342,251244180,365331,95008626,105207414,5.686277
adi_N128_800,15360000,234.375000,29.296875,1.464844,6379629,6029544,6212313,6032987,533,328099636,422860,124385397,137585525,9.944879
adi_N128_900,19440000,296.630859,37.078857,1.853943,8207169,7658377,8211626,7652196,130430,415190277,471587,163487708,182613263,9.407739
adi_N128_1024,25165824,384.000000,48.000000,2.400000,11779760,9009681,11784534,9028825,6210,537407059,538887,224852447,253634531,11.824954
adi_N256_8,1536,0.023438,0.002930,0.000146,47,13,79,51,1,74022,1357,41,112,0.001198
adi_N256_16,6144,0.093750,0.011719,0.000586,84,16,118,59,2,278826,17217,140,251,0.005109
adi_N256_32,24576,0.375000,0.046875,0.002344,368,39,442,78,7,1081659,33614,692,1059,0.020678
adi_N256_64,98304,1.500000,0.187500,0.009375,245863,1132,246397,1176,25,4260218,66447,1032890,1337898,0.085456
adi_N256_128,393216,6.000000,0.750000,0.037500,700446,462,701802,358,101,16908932,132247,5870767,6618077,0.353946
adi_N256_256,1572864,24.000000,3.000000,0.150000,1792116,1589893,1794139,1590629,399,67372724,264850,25545516,28267801,1.435011
adi_N256_300,2160000,32.958984,4.119873,0.205994,3421742,2472047,3424899,2472827,65614,92469515,310541,36848161,39916825,2.071892
adi_N256_400,3840000,58.593750,7.324219,0.366211,5460972,4497108,5473299,4501702,734575,164254903,418210,63606523,71600877,4.895026
adi_N256_512,6291456,96.000000,12.000000,0.600000,6091945,5022974,6100451,5022839,11672,268965839,543289,105176658,115935646,5.804343
adi_N256_600,8640000,131.835938,16.479492,0.823975,541784011,74321080,539561004,70087546,137,369267954,631195,1472495556,1647190876,13.596222
adi_N256_700,11760000,179.443359,22.430420,1.121521,10437150,10372437,10459578,9855813,399,502488238,731094,189212646,209758595,11.378330
adi_N256_800,15360000,234.375000,29.296875,1.464844,12379402,12049455,12407131,12051441,186,656199308,845978,247682481,286493971,19.937555
adi_N256_900,19440000,296.630859,37.078857,1.853943,16180986,15067410,16207716,15076951,332,830380398,946856,325259556,360978442,18.786397
adi_N256_1024,25165824,384.000000,48.000000,2.400000,20620189,17528650,21250553,17594095,12416,1074814640,1073995,445631007,493163177,23.635611
adi_N300_8,1536,0.023438,0.002930,0.000146,37,12,67,53,1,86739,1584,33,158,0.001402
adi_N300_16,6144,0.093750,0.011719,0.000586,50,15,107,54,2,326743,20171,115,200,0.006006
adi_N300_32,24576,0.375000,0.046875,0.002344,389,28,492,80,7,1267561,39382,684,1105,0.024242
adi_N300_64,98304,1.500000,0.187500,0.009375,301062,1456,301913,1488,25,4992438,77924,1227119,1571153,0.100151
adi_N300_128,393216,6.000000,0.750000,0.037500,812396,4778,813884,5219,102,19815159,155307,7060936,8011034,0.414445
adi_N300_256,1572864,24.000000,3.000000,0.150000,2074450,1827901,2077087,1828966,395,78952410,309864,29734244,32904068,1.683446
adi_N300_300,2160000,32.958984,4.119873,0.205994,4004027,2888597,4006915,2889950,72990,108362707,363406,43196707,46773655,2.429285
adi_N300_400,3840000,58.593750,7.324219,0.366211,6405606,5270147,6415505,5274105,861501,192486422,489842,74662635,84223061,5.718758
adi_N300_512,6291456,96.000000,12.000000,0.600000,6372883,5658842,6384216,5659561,21713,315194298,622912,121160981,135054983,6.795411
adi_N300_600,8640000,131.835938,16.479492,0.823975,638719003,97328165,642836387,97745740,158249,432735311,753277,1710118539,1886667963,15.925958
adi_N300_700,11760000,179.443359,22.430420,1.121521,12074040,11835821,12085488,11836841,669430,588853557,856755,222454264,248537530,13.300772
adi_N300_800,15360000,234.375000,29.296875,1.464844,14458466,14117881,14502370,14125047,421,768983777,990384,290333928,321091911,23.272284
adi_N300_900,19440000,296.630859,37.078857,1.853943,18943180,17649231,18956336,17650371,676,973101965,1108976,381635465,418839580,22.055962
adi_N300_1024,25165824,384.000000,48.000000,2.400000,27346081,21290687,27249808,21291632,34,1259547910,1261848,523719170,575627264,27.574764
adi_N400_8,1536,0.023438,0.002930,0.000146,43,13,69,52,1,115639,5267,38,131,0.001879
adi_N400_16,6144,0.093750,0.011719,0.000586,85,21,115,58,2,435645,26863,114,274,0.007986
adi_N400_32,24576,0.375000,0.046875,0.002344,396,30,535,83,7,1690069,52492,718,1198,0.032310
adi_N400_64,98304,1.500000,0.187500,0.009375,393079,2584,395187,2588,25,6656570,103861,1639999,2101243,0.133652
adi_N400_128,393216,6.000000,0.750000,0.037500,1108174,2384,1109739,2333,99,26420186,206618,9233589,10415819,0.552806
adi_N400_256,1572864,24.000000,3.000000,0.150000,2752468,2412413,2755856,2413029,401,105269864,413155,39605163,44026329,2.242457
adi_N400_300,2160000,32.958984,4.119873,0.205994,6090389,4072222,6094689,4072417,97887,144483607,485280,59235926,64049529,3.244338
adi_N400_400,3840000,58.593750,7.324219,0.366211,8544379,7025165,8561845,7030431,1147478,256648082,651387,99111918,111393467,7.645469
adi_N400_512,6291456,96.000000,12.000000,0.600000,9748655,8136071,9755961,8136185,22042,420259109,829795,164427714,182393504,9.061070
adi_N400_600,8640000,131.835938,16.479492,0.823975,848569138,113400232,848632063,113414289,210152,576980665,987144,2315953210,2542880306,21.326623
adi_N400_700,11760000,179.443359,22.430420,1.121521,15484921,15131560,15507542,15138875,408,785137894,1143705,295300374,331833759,17.678489
adi_N400_800,15360000,234.375000,29.296875,1.464844,19924433,19435402,19977579,19445943,488149,1025311814,1322516,390649456,439964002,31.077956
adi_N400_900,19440000,296.630859,37.078857,1.853943,25304983,23568593,24909386,23153210,232,1297469644,1478282,508396790,560104162,29.344740
adi_N400_1024,25165824,384.000000,48.000000,2.400000,33196862,27730806,35926415,27737616,16300,1679397435,1692011,693423119,764238015,36.897815
adi_N512_8,1536,0.023438,0.002930,0.000146,54,10,94,58,1,148007,2642,45,142,0.002395
adi_N512_16,6144,0.093750,0.011719,0.000586,67,12,125,55,2,557616,34403,120,225,0.010223
adi_N512_32,24576,0.375000,0.046875,0.002344,565,31,724,81,7,2163278,67190,971,1374,0.041371
adi_N512_64,98304,1.500000,0.187500,0.009375,505944,1615,507419,1666,27,8520402,132898,2087693,2665470,0.171027
adi_N512_128,393216,6.000000,0.750000,0.037500,1401787,120499,1403844,122265,99,33817829,264878,11919662,13426274,0.706290
adi_N512_256,1572864,24.000000,3.000000,0.150000,3536100,3091572,3541034,3093380,410,134745419,528873,51016756,56441912,2.876206
adi_N512_300,2160000,32.958984,4.119873,0.205994,7850109,5287779,7855876,5285381,130257,184939018,621719,76244548,82426010,4.155930
adi_N512_400,3840000,58.593750,7.324219,0.366211,12850513,9260752,12871771,9262744,1468754,328509565,833412,130514988,147321224,9.766163
adi_N512_512,6291456,96.000000,12.000000,0.600000,10956195,9806201,10964092,9807233,24007,537931581,1063263,206605155,229441460,11.659960
adi_N512_600,8640000,131.835938,16.479492,0.823975,1096928419,156445182,1097098263,156732144,269073,738535855,1263707,2982504420,3264333257,27.292453
adi_N512_700,11760000,179.443359,22.430420,1.121521,19827746,19365043,19846133,19368077,343,1004976494,1461807,377998834,420011929,22.732486
adi_N512_800,15360000,234.375000,29.296875,1.464844,25404582,24838616,25475309,24881403,630982,1312398562,1690575,497460902,559004297,39.846610
adi_N512_900,19440000,296.630859,37.078857,1.853943,32653016,30257802,32658156,30290784,211,1660761865,1898301,651574836,735785058,37.912661
adi_N512_1024,25165824,384.000000,48.000000,2.400000,44451394,35772839,45115454,35757784,21791,2149628010,2146335,898950015,1011084068,47.236311
adi_N600_8,1536,0.023438,0.002930,0.000146,37,12,69,60,1,173440,3096,34,100,0.002810
adi_N600_16,6144,0.093750,0.011719,0.000586,126,13,197,61,2,653449,40280,171,342,0.011981
adi_N600_32,24576,0.375000,0.046875,0.002344,428,39,564,87,7,2535088,78722,722,1143,0.048464
adi_N600_64,98304,1.500000,0.187500,0.009375,613904,4902,614061,4958,25,9984837,155683,2458469,3149841,0.200714
adi_N600_128,393216,6.000000,0.750000,0.037500,1639990,1894,1642576,2203,99,39630259,309908,14136896,16127291,0.828904
adi_N600_256,1572864,24.000000,3.000000,0.150000,4195137,3726920,4211791,3726747,408,157904775,619690,59885268,66263561,3.365065
adi_N600_300,2160000,32.958984,4.119873,0.205994,8024193,5810180,8031552,5812444,151067,216725379,728570,86385825,93835904,4.850116
adi_N600_400,3840000,58.593750,7.324219,0.366211,15066897,10841624,15092216,10847838,1721341,384972133,977349,152942205,172370836,11.449245
adi_N600_512,6291456,96.000000,12.000000,0.600000,12813876,11416704,12838608,11496563,25006,630388705,1244670,243112573,269683194,13.667984
adi_N600_600,8640000,131.835938,16.479492,0.823975,1269604729,184111159,1269693073,183919991,318021,865470541,1475981,3444732479,3780248250,31.806704
adi_N600_700,11760000,179.443359,22.430420,1.121521,24136154,22549925,23108562,22501520,4605,1177707734,1714050,442415099,494351940,26.782797
adi_N600_800,15360000,234.375000,29.296875,1.464844,29853496,29115337,29940972,29164101,749211,1537968234,1975826,587473411,653144855,46.765592
adi_N600_900,19440000,296.630859,37.078857,1.853943,38567908,35315876,37961834,35322637,171,1946204225,2214862,762344455,836249472,44.005746
adi_N600_1024,25165824,384.000000,48.000000,2.400000,49678685,40812765,49629199,40881852,32492,2519095036,2523799,1041134147,1153011029,55.611616
adi_N700_8,1536,0.023438,0.002930,0.000146,41,12,92,62,1,202340,3583,39,113,0.003284
adi_N700_16,6144,0.093750,0.011719,0.000586,156,15,210,62,2,762352,46984,194,328,0.013951
adi_N700_32,24576,0.375000,0.046875,0.002344,1029,35,1198,81,7,2957593,91845,1451,2439,0.056568
