name,estimated_data_size (eds in bytes),eds/L1_cache,eds/L2_cache,eds/L3_cache,PAPI_L1_DCM,PAPI_L2_DCM,PAPI_L1_TCM,PAPI_L2_TCM,PAPI_TLB_DM,PAPI_BR_TKN,PAPI_BR_MSP,PAPI_L2_DCA,PAPI_L2_TCA,Runtime (secs)
2mm_N2000,160000000,4882.812500,610.351562,7.629395,17101059308,8222333256,16038997859,8216666289,6296,16008004013,8004186,16038788312,16039298144,114.619786
2mm_N2100,176400000,5383.300781,672.912598,8.411407,20858060127,2473548433,18620248079,2473460134,5554,18530824213,8824342,18620236812,18620325303,146.016063
2mm_N2200,193600000,5908.203125,738.525391,9.231567,23975475982,2681438653,21407385374,2681451919,2242,21305684413,9684523,21407326845,21407400831,120.158275
2mm_N2300,211600000,6457.519531,807.189941,10.089874,27410943675,3158396279,24461960572,3158489882,3850,24344584613,10585008,24461960580,24462041535,192.802892
2mm_N2400,230400000,7031.250000,878.906250,10.986328,28645075744,28521090870,27690782213,28520967759,19089,27659524813,11525027,27690565138,27690769837,221.178464
3mm_N64,229376,7.000000,0.875000,0.010937,207844,520,53760,658,23,798925,12546,54319,54358,0.007712
3mm_N128,917504,28.000000,3.500000,0.043750,6256892,8239,2341754,8305,75,6341005,49569,2342810,2336624,0.065364
3mm_N256,3670016,112.000000,14.000000,0.175000,50636996,49548881,50433982,49550532,288,50529037,197193,50434956,50433439,0.475386
3mm_N300,5040000,153.808594,19.226074,0.240326,13666862,10343070,12974018,10343929,387,81270913,271191,12968197,12975797,0.492227
3mm_N400,8960000,273.437500,34.179688,0.427246,203887106,24069166,192947058,24072671,4192,192481213,481235,192949054,192868275,1.255103
3mm_N512,14680064,448.000000,56.000000,0.700000,405024075,403666885,404316101,403674199,12948,403441165,788022,404319853,404306150,2.730718
3mm_N600,20160000,615.234375,76.904297,0.961304,786551010,92062948,648188591,92062002,16294,649081813,1082343,603425822,610282530,2.448343
3mm_N700,27440000,837.402344,104.675293,1.308441,1243428497,150783606,1034880141,150778408,137,1030472113,1472631,1034834461,1035020134,4.281381
3mm_N800,35840000,1093.750000,136.718750,1.708984,1587185979,348427336,1538282411,348781359,14897,1537922413,1922481,1538372157,1538788641,9.498680
3mm_N900,45360000,1384.277344,173.034668,2.162933,2459694962,274434629,2199737097,274422960,13626,2189432713,2433300,2199397052,2201214398,8.536155
3mm_N1024,58720256,1792.000000,224.000000,2.800000,3245956333,3228883781,3241010397,3225642603,2874,3224374285,3149174,3241770317,3241713552,19.459904
3mm_N1100,67760000,2067.871094,258.483887,3.231049,4495713201,502022628,4018667776,500411198,3263,3996633313,3634305,4010252015,4012956076,15.190861
3mm_N1200,80640000,2460.937500,307.617188,3.845215,5531313654,658208571,5209426233,649895895,2128,5188323613,4324398,5199751103,5199581480,18.814193
3mm_N1300,94640000,2888.183594,361.022949,4.512787,7416189652,828228680,6683732900,825872048,3108,6596073913,5074551,6623968157,6624005258,24.819043
3mm_N1400,109760000,3349.609375,418.701172,5.233765,9263815733,1031328555,8281617583,1030645237,2687,8237884213,5886714,8283608326,8283401731,29.909494
3mm_N1500,126000000,3845.214844,480.651855,6.008148,11401853576,1327106332,10179988839,1328992413,792,10131754513,6755541,10184217330,10184172297,40.930207
3mm_N1600,143360000,4375.000000,546.875000,6.835938,12502818915,12479775161,12298879395,12479545179,1499,12295684813,7684885,12298902114,12298944876,108.914994
3mm_N1700,161840000,4938.964844,617.370605,7.717133,16598271538,1849771087,14798860936,1846519919,3713,14747675113,8676845,14799940530,14801975858,141.453982
3mm_N1800,181440000,5537.109375,692.138672,8.651733,19694882757,2191938811,17598188985,2191142891,2145,17505725413,9725692,17597873434,17598470345,170.640787
3mm_N1900,202160000,6169.433594,771.179199,9.639740,23168165155,2598490397,20684892278,2598211979,4336,20587835713,10837438,20686338164,20685270047,314.817946
3mm_N2000,224000000,6835.937500,854.492188,10.681152,25647522172,12353154276,24055070068,12327933838,3672,24012006013,12006407,24054974613,24054966603,282.909322
3mm_N2100,246960000,7536.621094,942.077637,11.775970,31274800264,3697151526,27932140540,3697276151,4285,27796236313,13237074,27931868008,27930660932,461.976044
3mm_N2200,271040000,8271.484375,1033.935547,12.924194,35955237735,4017901596,32124271921,4017957965,4151,31958526613,14528198,32124181376,32125583702,332.628711
3mm_N2300,296240000,9040.527344,1130.065918,14.125824,41101684044,4724123921,36702228036,4724186003,6937,36516876913,15877685,36702253527,36702411154,608.517720
3mm_N2400,322560000,9843.750000,1230.468750,15.380859,42959660286,42785011107,41530405259,42780459723,5377,41489287213,17288694,41530625414,41530329947,478.372145
adi_N1_128,393216,12.000000,1.500000,0.018750,25628,3694,4307,3863,39,65547,531,4205,3507,0.000525
adi_N1_256,1572864,48.000000,6.000000,0.075000,102516,13284,13626,13398,146,262155,1044,17856,18175,0.002098
adi_N1_300,2160000,65.917969,8.239746,0.102997,142395,12545,21770,13006,193,360011,1219,22256,22334,0.002900
adi_N1_400,3840000,117.187500,14.648438,0.183105,246582,19837,54863,20640,572,640011,1613,55161,48959,0.007680
adi_N1_512,6291456,192.000000,24.000000,0.300000,427750,24668,89281,25170,4383,1048587,2068,65569,84847,0.008373
adi_N1_600,8640000,263.671875,32.958984,0.411987,585955,53457,90152,54458,3974,1440011,2433,90527,90879,0.011655
adi_N1_700,11760000,358.886719,44.860840,0.560760,810492,55282,115429,55068,4671,1960011,2813,115271,116079,0.015795
adi_N1_800,15360000,468.750000,58.593750,0.732422,1042940,55548,123117,55707,3472,2560011,3219,180224,123636,0.030655
adi_N1_900,19440000,593.261719,74.157715,0.926971,1312408,63356,161347,63101,1395,3240011,3607,161948,112023,0.026103
adi_N1_1024,25165824,768.000000,96.000000,1.200000,1741412,97892,387701,97534,3906,4194315,4090,412011,411978,0.033871
adi_N2_128,393216,12.000000,1.500000,0.018750,50619,6677,9266,6714,39,131081,1047,9249,9408,0.001045
adi_N2_256,1572864,48.000000,6.000000,0.075000,204629,25894,33287,26515,149,524297,2067,33002,33108,0.004178
adi_N2_300,2160000,65.917969,8.239746,0.102997,283335,24967,49724,24934,198,720009,2420,50276,55756,0.005796
adi_N2_400,3840000,117.187500,14.648438,0.183105,494397,38104,103070,39004,531,1280009,3232,103864,103005,0.015319
adi_N2_512,6291456,192.000000,24.000000,0.300000,854934,49744,164775,49936,8370,2097161,4119,167961,172079,0.016716
adi_N2_600,8640000,263.671875,32.958984,0.411987,1175074,89901,166179,91548,7500,2880009,4820,167077,166496,0.023281
adi_N2_700,11760000,358.886719,44.860840,0.560760,1619260,109267,226166,108632,9031,3920009,5618,225082,225357,0.031469
adi_N2_800,15360000,468.750000,58.593750,0.732422,2086699,99131,242143,100787,6023,5120009,6436,363357,239575,0.061231
adi_N2_900,19440000,593.261719,74.157715,0.926971,2767789,138571,212291,138415,7124,6480009,7225,203213,303716,0.052079
adi_N2_1024,25165824,768.000000,96.000000,1.200000,3636414,191375,797046,188467,6,8388617,8222,793755,727156,0.067700
adi_N4_64,98304,3.000000,0.375000,0.004687,22472,335,2845,415,4,65541,329,2709,2761,0.000498
adi_N4_128,393216,12.000000,1.500000,0.018750,100844,12043,14388,12516,40,262149,2087,13380,17312,0.002081
adi_N4_256,1572864,48.000000,6.000000,0.075000,393827,51252,50108,51773,154,1048581,4128,49493,49501,0.008340
adi_N4_300,2160000,65.917969,8.239746,0.102997,567352,48954,89066,48982,202,1440005,4842,89124,88108,0.011598
adi_N4_400,3840000,117.187500,14.648438,0.183105,985308,77297,199095,77767,643,2560005,6453,222884,198671,0.030558
adi_N4_512,6291456,192.000000,24.000000,0.300000,1661922,98593,288223,97674,16352,4194309,8243,338190,306773,0.033516
adi_N4_600,8640000,263.671875,32.958984,0.411987,2343362,127149,649381,126822,2303,5760005,9642,648408,649777,0.046234
adi_N4_700,11760000,358.886719,44.860840,0.560760,3240591,179879,409776,180719,9369,7840005,11251,411179,413379,0.062913
adi_N4_800,15360000,468.750000,58.593750,0.732422,4116305,219387,707589,219743,12674,10240005,12839,703532,708160,0.122246
adi_N4_900,19440000,593.261719,74.157715,0.926971,5536461,268496,643452,267285,13579,12960005,14443,642809,447637,0.104253
adi_N4_1024,25165824,768.000000,96.000000,1.200000,7305492,374793,1646535,371714,14431,16777221,16445,1555851,1558362,0.135156
adi_N8_64,98304,3.000000,0.375000,0.004687,43897,361,6359,428,5,131069,616,6340,6458,0.000993
adi_N8_128,393216,12.000000,1.500000,0.018750,192874,25208,33176,25620,40,524285,4166,41504,41225,0.004176
adi_N8_256,1572864,48.000000,6.000000,0.075000,786334,102863,105214,101415,147,2097149,8268,105619,139885,0.016651
adi_N8_300,2160000,65.917969,8.239746,0.102997,1131895,93591,195126,94574,202,2879997,9703,193607,248899,0.023159
adi_N8_400,3840000,117.187500,14.648438,0.183105,1968990,152135,403285,153136,670,5119997,12875,404710,403459,0.061156
adi_N8_512,6291456,192.000000,24.000000,0.300000,3416711,199625,653085,201219,32515,8388605,16081,578953,651955,0.066791
adi_N8_600,8640000,263.671875,32.958984,0.411987,4693322,412001,640544,414884,28694,11519997,19294,642751,638899,0.092783
adi_N8_700,11760000,358.886719,44.860840,0.560760,6484803,359134,844271,357850,18740,15679997,22498,843437,715597,0.125738
adi_N8_800,15360000,468.750000,58.593750,0.732422,8321607,384160,1433305,389901,8800,20479997,25696,1161138,1432677,0.244524
adi_N8_900,19440000,593.261719,74.157715,0.926971,10902345,525630,1261808,523765,27058,25919997,28888,1267714,1149998,0.207985
adi_N8_1024,25165824,768.000000,96.000000,1.200000,14207815,711933,3120841,713485,28370,33554429,32899,3184387,3213037,0.270875
adi_N16_32,24576,0.750000,0.093750,0.001172,932,95,514,165,4,65517,184,424,521,0.000489
adi_N16_64,98304,3.000000,0.375000,0.004687,87985,361,10838,442,4,262125,1242,10714,10836,0.001983
adi_N16_128,393216,12.000000,1.500000,0.018750,399984,48499,66805,48568,40,1048557,8295,63727,47306,0.008354
adi_N16_256,1572864,48.000000,6.000000,0.075000,1632689,203237,261984,204531,153,4194285,16546,253906,191677,0.033481
adi_N16_300,2160000,65.917969,8.239746,0.102997,2276225,189578,352961,189920,198,5759981,19379,382845,364959,0.046322
adi_N16_400,3840000,117.187500,14.648438,0.183105,3936941,305061,785956,308313,645,10239981,25738,784067,786933,0.122242
adi_N16_512,6291456,192.000000,24.000000,0.300000,6694771,385883,1398672,389270,64289,16777197,32928,1336389,1283729,0.133541
adi_N16_600,8640000,263.671875,32.958984,0.411987,9370936,522736,2502694,522125,9111,23039981,38592,2436082,2441768,0.185555
adi_N16_700,11760000,358.886719,44.860840,0.560760,12942601,771047,1890702,764301,60,31359981,45011,1609884,1604552,0.251665
adi_N16_800,15360000,468.750000,58.593750,0.732422,16461679,862561,2862008,865687,50848,40959981,51359,2130263,2756797,0.488561
adi_N16_900,19440000,593.261719,74.157715,0.926971,21206844,1047095,1838212,1048663,64421,51839981,57801,1625340,1624764,0.417265
adi_N16_1024,25165824,768.000000,96.000000,1.200000,27924600,1420246,6191289,1425449,56114,67108845,65565,6227988,6566514,0.540882
adi_N32_32,24576,0.750000,0.093750,0.001172,1192,96,894,183,4,131021,361,836,897,0.000970
adi_N32_64,98304,3.000000,0.375000,0.004687,175559,487,31496,533,4,524237,2486,32399,32453,0.003972
adi_N32_128,393216,12.000000,1.500000,0.018750,798304,97208,146027,98875,39,2097101,16598,135948,136966,0.016763
adi_N32_256,1572864,48.000000,6.000000,0.075000,3261644,402358,581242,406940,232,8388557,33093,536468,414605,0.066633
adi_N32_300,2160000,65.917969,8.239746,0.102997,4530835,382053,911403,378485,339,11519949,38750,622728,625102,0.092624
adi_N32_400,3840000,117.187500,14.648438,0.183105,7901452,596608,1740983,588689,1165,20479949,51469,1723133,1723252,0.244196
adi_N32_512,6291456,192.000000,24.000000,0.300000,13677184,773719,2593690,764585,131057,33554381,65836,2488411,2519194,0.268192
adi_N32_600,8640000,263.671875,32.958984,0.411987,18761848,1623483,2670826,1593154,113867,46079949,77159,2477096,2480395,0.369357
adi_N32_700,11760000,358.886719,44.860840,0.560760,25893978,1551199,3638422,1544496,123407,62719949,89961,3468088,3474755,0.503485
adi_N32_800,15360000,468.750000,58.593750,0.732422,33309190,1748351,3777560,1716096,108236,81919949,102717,5440062,5441523,0.976636
adi_N32_900,19440000,593.261719,74.157715,0.926971,42011043,2077559,3598565,2073988,119528,103679949,115499,4930289,3389038,0.833170
adi_N32_1024,25165824,768.000000,96.000000,1.200000,55887528,2850887,12522426,2939742,115051,134217677,131411,12559304,12685951,1.081857
adi_N64_16,6144,0.187500,0.023438,0.000293,221,58,201,121,3,65421,279,117,170,0.000469
adi_N64_32,24576,0.750000,0.093750,0.001172,1085,99,965,169,4,262029,689,914,1651,0.001939
adi_N64_64,98304,3.000000,0.375000,0.004687,350007,361,54404,469,5,1048461,5097,54967,54946,0.007937
adi_N64_128,393216,12.000000,1.500000,0.018750,1597116,182144,269116,180427,64,4194189,33491,265914,204759,0.033397
adi_N64_256,1572864,48.000000,6.000000,0.075000,6533431,817833,947871,807623,230,16777101,66125,957065,701161,0.133518
adi_N64_300,2160000,65.917969,8.239746,0.102997,9055334,765991,1457099,763351,353,23039885,77491,1341458,1446180,0.185136
adi_N64_400,3840000,117.187500,14.648438,0.183105,15805432,1200306,3308371,1205151,7954,40959885,103021,3342704,3837560,0.488688
adi_N64_512,6291456,192.000000,24.000000,0.300000,26948358,1456099,4925156,1451337,260817,67108749,128057,4681655,4989961,0.534873
adi_N64_600,8640000,263.671875,32.958984,0.411987,37538390,3266095,4937967,3239715,229352,92159885,154248,4934745,4932768,0.741539
adi_N64_700,11760000,358.886719,44.860840,0.560760,51947813,2859932,6169499,2838276,157943,125439885,179927,6159850,6159330,1.005362
adi_N64_800,15360000,468.750000,58.593750,0.732422,64997251,3458750,11376760,3444002,177519,163839885,205345,11354951,11361374,1.953038
adi_N64_900,19440000,593.261719,74.157715,0.926971,88532607,4087742,6956087,4083330,224527,207359885,231021,6332349,7155807,1.662698
adi_N64_1024,25165824,768.000000,96.000000,1.200000,112333349,5742398,24820055,5754210,17022,268435341,262847,23979770,24028102,2.159276
adi_N128_16,6144,0.187500,0.023438,0.000293,236,48,231,125,3,130829,536,127,220,0.000938
adi_N128_32,24576,0.750000,0.093750,0.001172,1865,97,1900,179,5,524045,1327,2055,1866,0.003894
adi_N128_64,98304,3.000000,0.375000,0.004687,699600,482,131212,660,5,2096909,9437,131354,130531,0.015857
adi_N128_128,393216,12.000000,1.500000,0.018750,3077155,342807,448279,344504,63,8388365,66187,457586,448104,0.066365
adi_N128_256,1572864,48.000000,6.000000,0.075000,12571271,1494937,1493869,1493302,240,33554189,132245,1498674,2021388,0.262668
adi_N128_300,2160000,65.917969,8.239746,0.102997,18142219,1495309,2577583,1500999,358,46079757,154885,2783551,2787708,0.363453
adi_N128_400,3840000,117.187500,14.648438,0.183105,31360857,2387024,6670236,2404212,8769,81919757,205839,7732670,6671813,0.956696
adi_N128_512,6291456,192.000000,24.000000,0.300000,53205481,3020297,8657108,3033931,521904,134217485,263500,10259935,10215168,1.047756
adi_N128_600,8640000,263.671875,32.958984,0.411987,75126143,6270499,9733885,6276767,564474,184319757,308426,9726297,9731458,1.441060
adi_N128_700,11760000,358.886719,44.860840,0.560760,103973713,5618536,12883997,5053448,1868,250879757,359695,10919295,10916727,1.955738
adi_N128_800,15360000,468.750000,58.593750,0.732422,130781058,6800082,14405119,6814393,410850,327679757,410766,14258332,14433551,3.794668
adi_N128_900,19440000,593.261719,74.157715,0.926971,172136414,7648676,14108119,7663849,115136,414719757,462258,15221154,13342044,3.228137
adi_N128_1024,25165824,768.000000,96.000000,1.200000,224801467,11790256,50720227,12179216,18,536870669,525745,49714085,49710521,4.194746
adi_N256_8,1536,0.046875,0.005859,0.000073,143,30,179,107,2,65037,33,96,176,0.000428
adi_N256_16,6144,0.187500,0.023438,0.000293,233,59,265,119,3,261645,1053,125,256,0.001868
adi_N256_32,24576,0.750000,0.093750,0.001172,4705,98,4424,175,4,1048077,2665,4507,4331,0.007759
adi_N256_64,98304,3.000000,0.375000,0.004687,1400325,358,167531,441,5,4193805,19618,166640,167810,0.031198
adi_N256_128,393216,12.000000,1.500000,0.018750,6158576,722728,738408,723782,63,16776717,133888,995467,740006,0.128893
adi_N256_256,1572864,48.000000,6.000000,0.075000,25545846,3237269,4128319,3238186,236,67108365,263475,3986420,4129791,0.508863
adi_N256_300,2160000,65.917969,8.239746,0.102997,36363274,3013119,5808097,3013518,390,92159501,310034,5265551,5261325,0.700921
adi_N256_400,3840000,117.187500,14.648438,0.183105,62326534,4786254,14729357,4785703,4558,163839501,411788,15005727,14345877,1.848630
adi_N256_512,6291456,192.000000,24.000000,0.300000,109334683,6142180,19768974,6150446,1050700,268434957,526602,19834725,20218498,2.030782
adi_N256_600,8640000,263.671875,32.958984,0.411987,150026293,12584106,19870197,12567281,1121571,368639501,616947,19853591,19866511,2.790313
adi_N256_700,11760000,358.886719,44.860840,0.560760,208355407,9396258,21793316,8953323,25,501759501,719745,21819902,21838305,3.792610
adi_N256_800,15360000,468.750000,58.593750,0.732422,260555204,13804544,28712222,13845647,779104,655359501,821288,25803679,25827099,7.359561
adi_N256_900,19440000,593.261719,74.157715,0.926971,346136720,16587374,38448239,16624650,894464,829439501,923984,29564992,25361214,6.258104
adi_N256_1024,25165824,768.000000,96.000000,1.200000,465263162,23544229,106818918,23762655,914359,1073741325,1051316,104850885,102172670,8.166746
adi_N300_8,1536,0.046875,0.005859,0.000073,127,30,174,111,3,76213,22,93,216,0.000506
adi_N300_16,6144,0.187500,0.023438,0.000293,237,60,261,135,3,306613,1234,141,261,0.002189
adi_N300_32,24576,0.750000,0.093750,0.001172,6037,103,3450,171,4,1228213,3019,5882,3350,0.009065
adi_N300_64,98304,3.000000,0.375000,0.004687,1638940,432,205113,567,4,4914613,23324,203267,204948,0.036088
adi_N300_128,393216,12.000000,1.500000,0.018750,7502141,869566,891092,870862,65,19660213,156276,1163221,1165537,0.150148
adi_N300_256,1572864,48.000000,6.000000,0.075000,29490354,3751910,3300706,3739688,221,78642613,309958,4498752,3327620,0.592366
adi_N300_300,2160000,65.917969,8.239746,0.102997,42707690,3509547,6878260,3507157,3400,107999413,362433,7013609,6899656,0.817482
adi_N300_400,3840000,117.187500,14.648438,0.183105,73038550,5636668,15786840,5659130,14800,191999413,482968,17686063,15314423,2.156625
adi_N300_512,6291456,192.000000,24.000000,0.300000,127099740,7200715,23398371,7196545,1223338,314572213,616760,23672696,23720761,2.368629
adi_N300_600,8640000,263.671875,32.958984,0.411987,176192137,14797627,22949379,14817927,1298333,431999413,723186,22927723,22955357,3.256695
adi_N300_700,11760000,358.886719,44.860840,0.560760,243874960,13208753,28249111,13233664,451724,587999413,843599,24548610,24531767,4.421645
adi_N300_800,15360000,468.750000,58.593750,0.732422,305796841,16024721,37201741,16062213,854396,767999413,962667,30673428,30807361,8.580856
adi_N300_900,19440000,593.261719,74.157715,0.926971,412010695,19222501,30661898,19233350,1001932,971999413,1083338,28458561,28505986,7.300302
adi_N300_1024,25165824,768.000000,96.000000,1.200000,528720757,27940917,118395619,27967763,1084703,1258290613,1231589,117401951,117186060,9.544148
adi_N400_8,1536,0.046875,0.005859,0.000073,101,30,202,105,2,101613,29,107,187,0.000669
adi_N400_16,6144,0.187500,0.023438,0.000293,237,61,253,132,3,408813,1626,127,246,0.002926
adi_N400_32,24576,0.750000,0.093750,0.001172,6086,93,4199,167,4,1637613,4246,6420,6309,0.011808
adi_N400_64,98304,3.000000,0.375000,0.004687,2186309,572,312517,601,4,6552813,31774,313136,313349,0.047531
adi_N400_128,393216,12.000000,1.500000,0.018750,9622795,1127109,1928010,1129620,57,26213613,208732,1930156,1585081,0.199046
adi_N400_256,1572864,48.000000,6.000000,0.075000,40986987,4999273,4677955,4999001,228,104856813,413345,6270256,4678986,0.784279
adi_N400_300,2160000,65.917969,8.239746,0.102997,57103470,4720963,9107146,4718092,391,143999213,483664,8519455,9175412,1.081104
adi_N400_400,3840000,117.187500,14.648438,0.183105,97104108,7473776,24137346,7482249,6891,255999213,643681,21232620,21243936,2.852363
adi_N400_512,6291456,192.000000,24.000000,0.300000,168143738,9584484,30867835,9531565,1639721,419429613,822924,27600816,31794292,3.136900
adi_N400_600,8640000,263.671875,32.958984,0.411987,234419452,12243410,63863722,12261113,189949,575999213,964228,63825707,63816800,4.314028
adi_N400_700,11760000,358.886719,44.860840,0.560760,325046522,19245887,41072872,15135085,162,783999213,1123818,39192261,39194705,5.848840
adi_N400_800,15360000,468.750000,58.593750,0.732422,407004357,18797182,45377227,18360182,4,1023999213,1283711,37512425,37788752,11.370822
adi_N400_900,19440000,593.261719,74.157715,0.926971,529033216,22397563,38494787,22406209,3644,1295999213,1444495,38073667,38117705,9.657447
adi_N400_1024,25165824,768.000000,96.000000,1.200000,698967632,34527760,148211824,34532369,947865,1677720813,1642715,149655642,147928974,12.635259
adi_N512_8,1536,0.046875,0.005859,0.000073,140,33,225,111,2,130061,35,118,215,0.000859
adi_N512_16,6144,0.187500,0.023438,0.000293,240,49,283,133,3,523277,6493,135,244,0.003674
adi_N512_32,24576,0.750000,0.093750,0.001172,6536,113,7218,155,4,2096141,5378,7022,5169,0.014932
adi_N512_64,98304,3.000000,0.375000,0.004687,2791657,104347,433069,139482,4,8387597,38502,429194,431736,0.059992
adi_N512_128,393216,12.000000,1.500000,0.018750,12372418,1482650,1979110,1484908,65,33553421,267987,2128404,1870818,0.252179
adi_N512_256,1572864,48.000000,6.000000,0.075000,50351989,6284751,5531373,6292876,256,134216717,524040,7607537,5546004,1.001239
adi_N512_300,2160000,65.917969,8.239746,0.102997,72981288,6039892,11060564,6035647,3386,184318989,619999,10979129,10983024,1.377521
adi_N512_400,3840000,117.187500,14.648438,0.183105,124935993,9573657,30257087,9624337,15381,327678989,823994,29107401,29815827,3.630011
adi_N512_512,6291456,192.000000,24.000000,0.300000,218021675,12304320,37590492,11410683,56,536869901,1040059,35277805,37946353,3.999832
adi_N512_600,8640000,263.671875,32.958984,0.411987,301255588,22341835,38074800,22331905,1841267,737278989,1234433,113486381,113539980,5.491091
adi_N512_700,11760000,358.886719,44.860840,0.560760,416150874,24154027,54870135,24187976,1962138,1003518989,1438882,53353501,50921466,7.455515
adi_N512_800,15360000,468.750000,58.593750,0.732422,520454017,26929949,60131247,26849530,86525,1310718989,1642992,51281316,51309986,14.496392
adi_N512_900,19440000,593.261719,74.157715,0.926971,712578816,28148833,50756582,28236296,102,1658878989,1848519,75648158,73118289,12.323338
adi_N512_1024,25165824,768.000000,96.000000,1.200000,938796997,43688975,205107460,43765895,2984,2147482637,2095187,202514208,202179637,16.125455
adi_N600_8,1536,0.046875,0.005859,0.000073,140,32,205,104,2,152413,26,113,208,0.001013
adi_N600_16,6144,0.187500,0.023438,0.000293,237,58,255,139,3,613213,2430,165,261,0.004248
adi_N600_32,24576,0.750000,0.093750,0.001172,8826,99,2813,183,4,2456413,6587,6351,5674,0.017352
adi_N600_64,98304,3.000000,0.375000,0.004687,3274282,813,516466,656,4,9829213,46439,516412,517687,0.069907
adi_N600_128,393216,12.000000,1.500000,0.018750,15024507,1776436,2461399,1781043,65,39320413,310288,2456315,2460300,0.293494
adi_N600_256,1572864,48.000000,6.000000,0.075000,61573098,7492784,6452324,7476213,240,157285213,620129,6460665,6468217,1.166496
adi_N600_300,2160000,65.917969,8.239746,0.102997,85756550,6949561,13213038,6949511,443,215998813,725891,13164300,13136466,1.609039
adi_N600_400,3840000,117.187500,14.648438,0.183105,145510082,11181448,35251348,11221376,13577,383998813,965878,36062681,35456205,4.248080
adi_N600_512,6291456,192.000000,24.000000,0.300000,255799759,14449387,46225087,14458062,2449091,629144413,1228957,46478030,46414608,4.679502
adi_N600_600,8640000,263.671875,32.958984,0.411987,352670442,29482320,67108749,16994912,77,863998813,1446953,134890971,134923142,6.421766
adi_N600_700,11760000,358.886719,44.860840,0.560760,488251177,26730788,55377464,23393379,1819,1175998813,1685707,50497288,50482267,8.717278
adi_N600_800,15360000,468.750000,58.593750,0.732422,611694044,30134625,61760201,29325968,101,1535998813,1925691,61661644,70801524,16.933096
adi_N600_900,19440000,593.261719,74.157715,0.926971,787339173,31965107,59418005,31983968,3628,1943998813,2165207,57704838,59448192,14.417872
adi_N600_1024,25165824,768.000000,96.000000,1.200000,1055362866,55879056,226255791,56287630,74,2516581213,2463777,226248252,226120210,18.864801
adi_N700_8,1536,0.046875,0.005859,0.000073,138,36,202,101,3,177813,28,117,216,0.001164
adi_N700_16,6144,0.187500,0.023438,0.000293,249,47,288,143,3,715413,2938,167,298,0.004909
